id,species,species__colour,species_abbv,species_abbv__colour,species_gp__autocolour,S_SC_STc__autocolour,SC__autocolour,ST__autocolour,plate_type__autocolour,group_summary__autocolour,group_summary_l2__autocolour,virulence_score__autocolour,resistance_score__autocolour,num_resistance_classes__autocolour,num_resistance_genes__autocolour,Yersiniabactin__autocolour,YbST__autocolour,Colibactin__autocolour,CbST__autocolour,Aerobactin__autocolour,AbST__autocolour,Salmochelin__autocolour,SmST__autocolour,rmpA__autocolour,rmpA2__autocolour,wzi__autocolour,K_locus__autocolour,K_locus_problems__autocolour,K_locus_confidence__autocolour,K_locus_identity__autocolour,K_locus_missing_genes__autocolour,O_locus__autocolour,O_locus_problems__autocolour,O_locus_confidence__autocolour,O_locus_identity__autocolour,O_locus_missing_genes__autocolour,Chr_ST__autocolour,iucA__autocolour,iucB__autocolour,iucC__autocolour,iucD__autocolour,iutA__autocolour,iroB__autocolour,iroC__autocolour,iroD__autocolour,iroN__autocolour,AGly__autocolour,Col__autocolour,Fcyn__autocolour,Flq__autocolour,Gly__autocolour,MLS__autocolour,Ntmdz__autocolour,Phe__autocolour,Rif__autocolour,Sul__autocolour,Tet__autocolour,Tgc__autocolour,Tmt__autocolour,Omp__autocolour,Bla__autocolour,Bla_Carb__autocolour,Bla_ESBL__autocolour,Bla_ESBL_inhR__autocolour,Bla_broad__autocolour,Bla_broad_inhR__autocolour,Amikacin_int__autocolour,Amoxicillin_clavulanic_acid_int__autocolour,Ampicillin_int__autocolour,Aztreonam_int__autocolour,Cefalexin_int__autocolour,Cefepime_int__autocolour,Cefixime_int__autocolour,Cefotaxime_int__autocolour,Cefoxitin_int__autocolour,Ceftazidime_int__autocolour,Ceftriaxone_int__autocolour,Cefuroxime_int__autocolour,Ciprofloxacin_int__autocolour,Colistin_int__autocolour,Ertapenem_int__autocolour,Fosfomycin_G6P_int__autocolour,Gentamicin_int__autocolour,Imipenem_int__autocolour,Levofloxacin_int__autocolour,Mecillinam_int__autocolour,Meropenem_int__autocolour,Nalidixic_acid_int__autocolour,Nitrofurantoin_int__autocolour,Norfloxacin_int__autocolour,Piperacillin_int__autocolour,Piperacillin_tazobactam_int__autocolour,Temocillin_int__autocolour,Ticarcillin_clavulanic_acid_int__autocolour,Tigecycline_int__autocolour,Tobramycin_int__autocolour,Trimethoprim_int__autocolour,Trimethoprim_sulfamethoxazole_int__autocolour,SAMPLE_DATE__autocolour,year,month,day,GROUP__autocolour,ENVIRONMENTAL_GROUP__autocolour,place_sampling__autocolour,ORIGIN__autocolour,specific_group__autocolour,ASSOCIATED_GROUP__autocolour,ASSOCIATED_SPECIES__autocolour,GENERAL_ISOLATION_SOURCE__autocolour,TYPE__autocolour,IN_OUT__autocolour,SAMPLE_TYPE__autocolour,SAMPLE_DESCRIPTION__autocolour
SPARK_113_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC2_ST17,SC2,ST17,SCAI,human - hospital carriage,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi82,KL38,none,Very high,98.98%,NA,O2v2,none,Very high,98.45%,NA,ST17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,I,S,S,S,S,ND,ND,ND,R,S,R,S,ND,S,I,S,S,S,2017-07-31,2017,07,31,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_1140_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC43_NA,SC43,NA,diagnostic,human - hospital disease,human,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL20,?-+*,None,82.52%,"KL20_02_cpsACP,KL20_11_wcaO,KL20_12",OL104,none,Very high,99.21%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-1,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,S,S,S,S,ND,ND,ND,S,S,I,S,ND,S,S,S,S,S,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1141_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital disease,human,0,0,2,3,-,0,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,99.26%,NA,O2v2,none,Very high,98.45%,NA,ST307,-,-,-,-,-,-,-,-,-,StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,-,-,-,-,-,-,-,SHV-28^,-,-,-,-,-,S,S,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,S,R,S,S,R,ND,S,ND,ND,ND,R,S,ND,ND,S,S,ND,S,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1142_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC5_ST661,SC5,ST3655,diagnostic,human - hospital disease,human,0,1,1,0,-,0,-,0,-,0,-,0,-,-,wzi373,KL140,none,Very high,99.99%,NA,O2v2,none,Very high,98.45%,NA,ST3655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27,-,-,-,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,S,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,S,S,ND,S,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,drainage_fluid,NA
SPARK_1143_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC48_ST163,SC48,ST163,diagnostic,human - hospital disease,human,0,0,0,0,-,0,-,0,-,0,-,0,-,-,wzi164,KL139,none,Very high,97.76%,NA,O4,none,Very high,99.59%,NA,ST163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-36,-,-,-,-,-,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,S,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,S,S,ND,S,2018-01-30,2018,01,30,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,blood,NA
SPARK_1144_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC4_NA,SC4,NA,SCAI,human - hospital carriage,human,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL47,?-+*,None,79.85%,"KL47_02_cpsACP,KL47_09,KL47_10_wcqC,KL47_12_wcuT",O1v1,-+*,Good,72.16%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY1-1*,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,ND,S,S,S,ND,S,S,S,S,S,2018-02-26,2018,02,26,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_1144_C2,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC5_ST661,SC5,ST3655,SCAI,human - hospital carriage,human,0,1,5,4,-,0,-,0,-,0,-,0,-,-,wzi373,KL140,none,Very high,99.99%,NA,O2v2,none,Very high,98.45%,NA,ST3655,-,-,-,-,-,-,-,-,-,AadA5,-,-,-,-,-,-,-,-,SulII,-,-,DfrA17,-,-,-,SHV-27,-,TEM-135,-,S,R,R,S,R,I,S,ND,ND,I,S,R,S,S,S,R,S,S,S,ND,S,ND,ND,S,R,R,ND,R,S,S,R,R,2018-02-26,2018,02,26,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_1145_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC2_ST17,SC2,ST1440-1LV,diagnostic,human - hospital disease,human,0,0,3,2,-,0,-,0,-,0,-,0,-,-,wzi11,KL11,*,High,92.41%,NA,O3/O3a,*,Very high,95.58%,NA,ST1440-1LV,-,-,-,-,-,-,-,-,-,AadA2,-,-,-,-,-,-,-,-,SulI^,-,-,-,-,-,-,-,-,-,SHV-26*,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,S,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,S,S,ND,S,2018-01-31,2018,01,31,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,bronchoalveolar_wash,NA
SPARK_1146_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC7_ST36,SC7,ST36,diagnostic,human - hospital disease,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,100.00%,NA,O2v2,none,Very high,98.42%,NA,ST36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,R,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,I,S,ND,S,2018-01-31,2018,01,31,HUMAN,NA,NA,hospital,hospital_5,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1147_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC4_ST45,SC4,ST45,diagnostic,human - hospital disease,human,1,0,2,1,ybt 10; ICEKp4,78,-,0,-,0,-,0,-,-,wzi202,KL127,none,Very high,99.86%,NA,OL101,?-*,Good,94.86%,OL101_05_wbbL,ST45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TetD,-,-,-,-,-,-,-,-,SHV-26*,ND,S,R,ND,S,S,S,S,ND,S,ND,S,S,ND,S,S,S,S,ND,ND,S,ND,S,ND,ND,S,ND,ND,I,S,S,S,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1147_C2,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC4_ST45,SC4,ST45,diagnostic,human - hospital disease,human,1,0,1,0,ybt 10; ICEKp4,78,-,0,-,0,-,0,-,-,wzi202,KL127,none,Very high,99.93%,NA,OL101,?-*,Good,95.01%,OL101_05_wbbL,ST45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-26*,ND,S,R,ND,S,S,S,S,ND,S,ND,S,S,ND,S,S,S,S,ND,ND,S,ND,S,ND,ND,S,ND,ND,I,S,S,S,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1148_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC11_NA,SC11,NA,diagnostic,human - hospital disease,human,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL68,?+*,Low,85.83%,NA,O3/O3a,*,High,90.32%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-7*,-,-,-,-,-,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,S,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,S,S,ND,S,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_5,mammal,human,human,human hospital,outpatient,urine,NA
SPARK_1149_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital carriage,human,1,2,7,11,ybt 9; ICEKp3,157-1LV,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,99.27%,NA,O2v2,none,Very high,98.45%,NA,ST307,-,-,-,-,-,-,-,-,-,StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,-,OXA-1;OXA-9*;SHV-28^;TEM-1D^,KPC-2,CTX-M-15,-,-,-,S,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,S,S,I,R,ND,I,ND,ND,ND,R,R,ND,ND,R,R,ND,R,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,rectal_swab,NA
SPARK_114_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC2_ST17,SC2,ST22,SCAI,human - hospital carriage,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi349,KL147,none,Perfect,100.00%,NA,O2v2,none,Very high,98.42%,NA,ST22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,S,S,S,S,2017-07-31,2017,07,31,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_1150_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC3_ST512,SC3,ST258-1LV,diagnostic,human - hospital carriage,human,1,2,8,10,ybt 13; ICEKp2,299,-,0,-,0,-,0,-,-,wzi29,KL106,?-+,Good,99.80%,KL106_17,O2v2,none,Very high,98.48%,NA,ST258-1LV,-,-,-,-,-,-,-,-,-,Aac6-Ib;AadA2^;Aph3-Ia^,-,-,GyrA-83I;ParC-80I,-,MphA,-,CatA1^,-,SulI,-,-,DfrA12,OmpK35-25%,OXA-9*;TEM-1D^,KPC-2,SHV-12,-,-,-,R,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,R,S,R,R,ND,R,ND,ND,ND,R,R,ND,ND,R,R,ND,R,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,rectal_swab,NA
SPARK_1151_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC27_ST323,SC27,ST323,diagnostic,human - hospital disease,human,0,1,6,10,-,0,-,0,-,0,-,0,-,-,wzi262,KL21,none,Very high,99.99%,NA,O3b,+,Good,99.14%,NA,ST323,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14?,-,OXA-1;SHV-187*;TEM-1D^,-,CTX-M-15,-,-,-,S,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,S,S,R,S,R,ND,S,ND,ND,ND,R,I,ND,ND,I,R,ND,S,2018-02-03,2018,02,03,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1152_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital disease,human,1,2,7,12,ybt 9; ICEKp3,157-1LV,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,99.27%,NA,O2v2,none,Very high,98.45%,NA,ST307,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,-,OXA-1;OXA-9*;SHV-28^;TEM-1D^,KPC-2,CTX-M-15,-,-,-,S,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,S,R,R,R,ND,R,ND,ND,ND,R,R,ND,ND,S,R,ND,R,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1153_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital carriage,human,1,2,7,12,ybt 9; ICEKp3,157-1LV,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,99.27%,NA,O2v2,none,Very high,98.45%,NA,ST307,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,-,OXA-1;OXA-9*;SHV-28^;TEM-1D^,KPC-2,CTX-M-15,-,-,-,S,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,S,R,I,R,ND,R,ND,ND,ND,R,R,ND,ND,R,R,ND,R,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,rectal_swab,NA
SPARK_1153_C2,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital carriage,human,1,2,7,12,ybt 9; ICEKp3,157-1LV,-,0,-,0,-,0,-,-,wzi173,KL102,?-,Good,99.27%,KL102_07_wbaP,O2v2,none,Very high,98.45%,NA,ST307,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,-,OXA-1;OXA-9*;SHV-28^;TEM-1D^,KPC-2,CTX-M-15,-,-,-,S,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,S,R,I,R,ND,R,ND,ND,ND,R,R,ND,ND,R,R,ND,R,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,rectal_swab,NA
SPARK_1154_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC35_ST1428,SC35,ST1428,diagnostic,human - hospital disease,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi162,KL140,none,Very high,99.64%,NA,O3b,none,Very high,99.01%,NA,ST1428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,R,ND,ND,S,ND,S,ND,S,ND,S,S,S,S,S,S,S,S,ND,S,ND,ND,ND,S,S,ND,ND,I,S,ND,S,2018-02-04,2018,02,04,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,blood,NA
SPARK_1155_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC68_ST280,SC68,ST3475-1LV,diagnostic,human - hospital disease,human,0,1,4,6,-,0,-,0,-,0,-,0,-,-,wzi82,KL23,none,Very high,99.97%,NA,O2v2,?,Good,98.45%,NA,ST3475-1LV,-,-,-,-,-,-,-,-,-,StrA^;StrB,-,-,-,-,-,-,-,-,SulII,-,-,DfrA14,-,TEM-1D^,-,CTX-M-15;SHV-27,-,-,-,S,S,ND,ND,ND,R,ND,R,ND,R,ND,ND,S,S,S,R,S,S,S,ND,ND,ND,ND,ND,ND,S,ND,ND,ND,S,ND,R,2018-01-31,2018,01,31,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1156_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC11_ST392,SC11,ST392,diagnostic,human - hospital disease,human,0,1,7,10,-,0,-,0,-,0,-,0,-,-,wzi187,KL27,none,Very high,99.28%,NA,O4,none,Very high,99.71%,NA,ST392,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,OmpK35-28%,OXA-1;TEM-1D^,-,CTX-M-15,-,SHV-11^,-,S,S,ND,ND,ND,R,ND,R,ND,R,ND,ND,R,S,S,S,R,S,R,ND,ND,ND,ND,ND,ND,R,ND,ND,ND,R,ND,R,2018-01-31,2018,01,31,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1157_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC11_ST392,SC11,ST392,diagnostic,human - hospital disease,human,0,1,7,10,-,0,-,0,-,0,-,0,-,-,wzi187,KL27,none,Very high,99.28%,NA,O4,none,Very high,99.71%,NA,ST392,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulII,-,-,DfrA14,OmpK35-28%,OXA-1;TEM-1D^,-,CTX-M-15,-,SHV-11^,-,S,S,ND,ND,ND,R,ND,R,ND,R,ND,ND,R,S,S,S,R,S,R,ND,ND,ND,ND,ND,ND,R,ND,ND,ND,R,ND,R,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1158_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC69_ST23,SC69,ST23,diagnostic,human - hospital disease,human,5,0,2,2,ybt 1; ICEKp10,47,clb 2,29,iuc 1,1,iro 1,2,rmpA_2(KpVP-1),rmpA2_6*-47%,wzi1,KL1,none,Very high,99.99%,NA,O1/O2v2,none,Very high,99.13%,NA,ST23,1,1,1,1,1,1,4,1,1,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,-,-,TEM-1D^,-,-,-,SHV-11^,-,S,S,ND,ND,ND,S,ND,S,ND,S,ND,ND,R,ND,S,S,S,S,R,ND,ND,ND,ND,ND,ND,S,ND,ND,ND,S,ND,S,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1159_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC13_ST321,SC13,ST321,diagnostic,human - hospital disease,human,0,0,1,1,-,0,-,0,-,0,-,0,-,-,wzi131,KL3,?*,Good,99.62%,NA,O2v2,none,Very high,98.52%,NA,ST321,-,-,-,-,-,-,-,-,-,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,-,-,SHV-187*,-,-,-,-,-,S,S,ND,ND,ND,S,ND,S,ND,S,ND,ND,I,S,S,S,S,S,S,ND,ND,ND,ND,ND,ND,S,ND,ND,ND,S,ND,S,2018-02-01,2018,02,01,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_115_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC2_ST17,SC2,ST17,SCAI,human - hospital carriage,human,1,0,1,0,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,-,wzi141,KL25,-,High,99.17%,KL25_09_wfeD,O5,*,High,94.21%,NA,ST17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,I,S,S,S,2017-07-31,2017,07,31,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,feces,NA
SPARK_1160_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC1_ST307,SC1,ST307,diagnostic,human - hospital disease,human,0,1,7,14,-,0,-,0,-,0,-,0,-,-,wzi173,KL102,none,Very high,99.27%,NA,O2v2,-+,Good,98.45%,O1/O2v2_06_wbbO,ST307,-,-,-,-,-,-,-,-,-,Aac3-IIa^;AadA2^;StrA*,-,-,GyrA-83I;ParC-80I;QnrB1?,-,-,-,CatB4,-,SulI;SulII,TetA,-,DfrA12;DfrA14,-,OXA-1;OXA-9;SHV-28^;TEM-1D^,-,CTX-M-15,-,-,-,S,S,ND,ND,ND,R,ND,R,ND,R,ND,ND,R,S,S,S,R,S,R,ND,ND,ND,ND,ND,ND,R,ND,ND,ND,R,ND,R,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1161_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC6_ST37,SC6,ST37,diagnostic,human - hospital disease,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi12,KL12,none,Very high,99.88%,NA,OL103,+*,None,94.53%,NA,ST37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,-,S,S,ND,ND,ND,S,ND,S,ND,S,ND,ND,S,S,S,R,S,S,S,ND,ND,ND,ND,ND,ND,S,ND,ND,ND,S,ND,S,2018-02-03,2018,02,03,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1162_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC15_ST101,SC15,ST101,diagnostic,human - hospital disease,human,1,0,3,5,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,-,wzi137,KL17,none,Very high,99.98%,NA,O1v1,none,Very high,98.03%,NA,ST101,-,-,-,-,-,-,-,-,-,ArmA,-,-,GyrA-83Y;GyrA-87N;ParC-80I,-,MphE*;MsrE,-,-,-,-,-,-,-,OmpK35-17%;OmpK36TD,OXA-9*;SHV-28*;TEM-1D^,-,-,-,-,-,R,S,ND,ND,ND,S,ND,S,ND,S,ND,ND,R,S,S,S,R,S,R,ND,ND,ND,ND,ND,ND,I,ND,ND,ND,R,ND,S,2018-02-03,2018,02,03,HUMAN,NA,NA,hospital,hospital_2,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1163_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC34_ST13,SC34,ST13,diagnostic,human - hospital disease,human,1,1,7,12,ybt 10; ICEKp4,21,-,0,-,0,-,0,-,-,wzi40,KL3,none,Very high,99.98%,NA,O1v2,none,Very high,98.73%,NA,ST13,-,-,-,-,-,-,-,-,-,Aac3-IIa^;StrA^;StrB,-,-,QnrB1?,-,-,-,CatB4,-,SulII,TetA;TetD,-,DfrA14,-,OXA-1;SHV-187*?;TEM-1D^,-,CTX-M-15,-,-,-,S,S,ND,ND,ND,R,ND,R,ND,R,ND,ND,R,S,S,S,R,S,R,ND,ND,ND,ND,ND,ND,S,ND,ND,ND,R,ND,R,2018-02-05,2018,02,05,HUMAN,NA,NA,hospital,hospital_4,mammal,human,human,human hospital,inpatient,urine,NA
SPARK_1164_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC16_ST35,SC16,ST35,SCAI,human - hospital carriage,human,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi37,KL22,-+,Low,99.47%,"KL22_08,KL22_17",O1v1,none,Very high,98.11%,NA,ST35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-33,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,R,S,S,S,ND,S,S,S,S,S,2018-02-02,2018,02,02,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
