study_accession	study_type	study_type_excluded	paper_records_in_taxon	paper_coverage_for_taxon	needs_manual_download	fulltext_source	is_full_text	grade_context_chars	full_text_would_help	model	study_setting__value	study_setting__grade	amr_study__value	amr_study__grade	amr_target__value	amr_target__grade	amr_method__value	amr_method__grade	cohort_age__value	cohort_age__grade	backfill_country__value	backfill_country__whole_project	backfill_isolation_source__value	backfill_isolation_source__whole_project	backfill_host__value	backfill_host__whole_project	backfill_collection_date__value	backfill_collection_date__whole_project
PRJNA800729	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	food	True	food	True		False
PRJNA523429	other	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA797874	observational	False	14	1.0	False	europepmc_fulltext	True	39287	False	claude-sonnet-4-6	mixed	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	mixed	gradeable	India	True		False	human	True		False
PRJNA749142	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	India	True	urine	True	human	True		False
PRJNA729785	observational	False	15	1.0714	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	USA	True		False	human	True		False
PRJNA407760	observational	False	15	1.0714	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	mixed	gradeable	Germany	True		False	human	False		False
PRJEB43543	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	True		False
PRJNA1040414	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable		False	feces	True	human	True		False
PRJNA613441	observational	False	2	0.1538	False	europepmc_fulltext	True	29286	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	adult	gradeable	Lebanon	True		False	human	True	2020-08-15	True
PRJNA744890	observational	False	5	0.3846	False	europepmc_fulltext	True	28274	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	India	True		False	human	True	2019-07-31	True
PRJEB42426	observational	False	13	1.0	False	local_pdf	True	49771	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Germany	True	hospital wastewater	False	wastewater	False	2017-02-14	True
PRJEB29106	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	True		False
PRJNA817042	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA326665	observational	False	10	0.7692	False	pdf	True	45286	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	USA	True		False	human	True	2016-06-01	True
PRJEB58365	observational	False	13	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	Germany	True		False	human	True	2022-07-16	True
PRJNA670748	experimental_evolution	True	13	1.0	False	europepmc_fulltext	True	77915	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	human	True		False
PRJNA386693	observational	False	12	0.9231	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	urine	False	human	True	2017-03-02	True
PRJEB31347	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA534055	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	Mus musculus	True		False
PRJEB3226	experimental_evolution	True			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA956653	observational	False	14	1.0769	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Ecuador	True	blood culture	False	human	True	2021-04-10	True
PRJEB7657	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA497260	observational	False			False	pdf	True	21062	False	claude-sonnet-4-6		not_gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	False		False	human	True		False
PRJNA375798	observational	False	13	1.0	False	europepmc_fulltext	True	47969	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA729628	observational	False			False	europepmc_fulltext	True	41823	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	China	True		False	human	True		False
PRJEB30102	observational	False	12	1.0	True	abstract	False	2032	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Spain	True		False	human	True	2016-12-31	True
PRJEB61083	observational	False			False	europepmc_fulltext	True	4833	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Italy	True	rectal swab	False	human	True	2022-07-02	True
PRJNA437215	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Morocco	True		False		False		False
PRJNA392824	observational	False	12	1.0	True	abstract	False	2014	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	partial		not_gradeable	USA	True		False	human	False		False
PRJEB22139	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB2399	observational	False			False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True		False	human	True		False
PRJNA835887	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA316969	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	USA	True	urine	True	human	True	2014-07-02	True
PRJNA951070	observational	False	12	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Denmark	True	nasogastric tube	True	Homo sapiens	True	2014-05-16	True
PRJNA897716	experimental_evolution	True			True	local_pdf	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	False		False
PRJNA982765	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	animal	True		False
PRJNA906139	observational	False	28	2.3333	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Egypt	True		False	human	True	2020-12-15	True
PRJNA315192	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True		False	human	True		False
PRJEB43391	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable		not_gradeable		not_gradeable		False		False	human	True	2017-07-02	True
PRJEB27344	experimental_evolution	True	12	1.0	False	local_pdf	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	False		False	human	False		False
PRJNA279496	observational	False	12	1.0	False	europepmc_fulltext	True	47106	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	France	True		False	human	True	1997-07-02	True
PRJNA838107	observational	False	12	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Spain	True	rectal swab	False	human	True		False
PRJNA733872	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA286705	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJEB72521	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Slovakia	True		False	human	True		False
PRJNA867572	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA523433	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA751993	observational	False	12	1.0	False	europepmc_fulltext	True	47285	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Australia	True	tracheal aspirate	False	horse	False		False
PRJNA832331	observational	False			False	europepmc_fulltext	True	76916	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	raw cat food	True	cat food	True		False
PRJNA359577	observational	False	11	1.0	True	abstract	False	1858	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA799444	observational	False	11	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	China	True	sputum	False	human	True	2019-12-31	True
PRJNA575837	observational	False	11	1.0	False	local_pdf	True	30582	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable		False		False	companion animals	True	2013-12-31	True
PRJNA396729	observational	False	11	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Ireland	True		False	human	True	2008-07-01	True
PRJNA777127	observational	False	11	1.0	False	europepmc_fulltext	True	33780	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable		partial	ast_result	gradeable		partial	USA	True		False	human	True	2019-07-02	True
PRJNA776891	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA484792	observational	False	11	1.0	True	abstract	False	463	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Bangladesh	True		False	human	True	2016-12-01	True
PRJNA984710	observational	False	11	1.0	False	europepmc_fulltext	True	26795	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	respiratory specimen	True	human	True		False
PRJEB38898	observational	False	11	1.0	False	europepmc_fulltext	True	40563	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Vietnam	True		False	human	False	2019-12-01	True
PRJNA647793	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False	clinical isolate	True	human	True		False
PRJEB67733	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	feces	True	human	True		False
PRJNA947477	experimental_evolution	True	11	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB33495	observational	False	11	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Netherlands	True	retail chicken meat	True	chicken	True	2014-10-16	True
PRJNA994484	experimental_evolution	True	11	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA608440	observational	False	10	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	USA	True	stool	True	Homo sapiens	True		False
PRJNA606074	observational	False			False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable	ast_result	gradeable	adult	gradeable		False	feces	True	human	True		False
PRJNA956693	observational	False	5	0.5	False	europepmc_fulltext	True	32654	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	South Korea	True	urine	True	dog	True		False
PRJNA1072014	observational	False	10	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	China	True		False	human	True		False
PRJEB24641	observational	False	10	1.0	False	europepmc_fulltext	True	4592	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	United Kingdom	True	stool/rectal swab	False	human	True		False
PRJNA791930	observational	False	10	1.0	False	europepmc_fulltext	True	42481	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	USA	True	urine	True	human	True		False
PRJNA525688	other	False	10	1.0	False	europepmc_fulltext	True	28444	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable		False	saliva	True	human	True		False
PRJNA685215	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA845217	observational	False	10	1.0	False	europepmc_fulltext	True	22813	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Germany	True		False	human	True		False
PRJDB10735	observational	False			False	local_pdf	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable	adult	gradeable	Japan	True		False	human	True	2019-07-02	True
PRJNA986585	observational	False	10	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	USA	True		False	human	True		False
PRJNA296696	observational	False	7	0.7	False	europepmc_fulltext	True	33224	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	USA	True		False	human	False		False
PRJEB58695	observational	False			False	europepmc_fulltext	True	51571	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	False		False
PRJNA1047501	observational	False	10	1.0	False	local_pdf	True	49538	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Tunisia	True	wastewater	False	water	True	2021-04-15	True
PRJNA292901	observational	False			False	local_pdf	True	35336	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	False		False
PRJNA292663	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United States	True	retail meat	False		False		False
PRJNA556398	observational	False	10	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Russia	True	stool	True	human	True	2017-07-02	True
PRJNA1026663	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	Australia	True		False	horse	True		False
PRJEB19777	observational	False	7	0.7	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Spain	True	wastewater	True	wastewater	True		False
PRJNA996741	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA719104	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA631491	observational	False	10	1.0	False	europepmc_fulltext	True	46124	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Australia	True		False	human	True	2016-07-01	True
PRJNA775973	experimental_evolution	True	10	1.0	False	local_pdf	True	10000	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	China	True	abdominal wound secretions	False	human	False	2011-07-02	True
