study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJNA512284	False	31127153	PMC6534532	10.1038/s41598-019-44189-0	europepmc_accession	medium	False	1	27.0	1.0	False	False	False	1	A core genome approach that enables prospective and dynamic monitoring of infectious outbreaks.
PRJNA292904	False	28404676	PMC5442553	10.1128/jcm.00244-17	europepmc_accession	medium	True	1	80.0	2.963	False	False	False	6	Multicenter Performance Assessment of Carba NP Test.
PRJNA1071125	False	39434011	PMC11492754	10.1186/s12864-024-10661-z	europepmc_accession,europepmc_title	high	True	2	56.0	2.0741	False	False	False	1	Comparison of genotypic features between two groups of antibiotic resistant Klebsiella pneumoniae clinical isolates obtained before and after the COVID-19 pandemic from Egypt.
PRJDB5317	True					high		0			False	False	False	1	
PRJEB47075	False	34798825	PMC8605564	10.1186/s12866-021-02388-8	europepmc_accession,ncbi_bioproject	high	True	2	97.0	3.7308	False	False	False	9	Colistin resistance in Gram-negative bacteria analysed by five phenotypic assays and inference of the underlying genomic mechanisms.
PRJNA718275	True					low		0			False	False	False	0	
PRJDB16665	False	40133255	PMC11937256	10.1038/s41467-025-58049-1	web_search	high	False	1	26.0	1.0	False	False	False	1	Rapid and Integrated Bacterial Evolution Analysis unveils gene mutations and clinical risk of Klebsiella pneumoniae.
PRJNA754858	False	35607432	PMC9122983	10.1038/s43856-022-00115-6	europepmc_accession,ncbi_bioproject	high	True	2			False	False	False	2	A prospective matched case-control study on the genomic epidemiology of colistin-resistant Enterobacterales from Dutch patients.
PRJNA488268	False	30800643	PMC6375827	10.3389/fcimb.2019.00014	europepmc_accession	high	True	1	26.0	1.0	False	False	False	1	Whole-Genome Sequencing of <i>Klebsiella pneumoniae</i> Isolates to Track Strain Progression in a Single Patient With Recurrent Urinary Tract Infection.
PRJNA292902	True					low		0			False	False	True	5	
PRJEB54568	False	36246266	PMC9554532	10.3389/fmicb.2022.1000787	europepmc_accession,europepmc_title	high	True	2	26.0	1.0	False	False	False	2	Phenotypic and molecular characterization of IMP-producing Enterobacterales in Spain: Predominance of IMP-8 in <i>Klebsiella pneumoniae</i> and IMP-22 in <i>Enterobacter roggenkampii</i>.
PRJNA504784	False	30910904	PMC6535514	10.1128/aac.02577-18	europepmc_accession	high		1	26.0	1.0	False	False	False	1	Next-Generation-Sequencing-Based Hospital Outbreak Investigation Yields Insight into Klebsiella aerogenes Population Structure and Determinants of Carbapenem Resistance and Pathogenicity.
PRJNA641166	False	33976161	PMC8113577	10.1038/s41467-021-22849-y	europepmc_accession	high	True	1	50.0	2.0	False	False	False	5	Variability of plasmid fitness effects contributes to plasmid persistence in bacterial communities.
PRJNA790644	True					low		0			False	False	False	0	
PRJNA890192	False	36853006	PMC10019205	10.1128/aac.01424-22	europepmc_accession,europepmc_title	high	True	2	25.0	1.0	False	False	False	1	Emergence of Carbapenemase-Producing Hypervirulent Klebsiella pneumoniae in Switzerland.
PRJNA667192	False	34756089	PMC8579929	10.1128/spectrum.01122-21	europepmc_accession	high	True	1	72.0	2.88	False	False	False	1	Fecal Carriage and Molecular Characterization of Carbapenemase-Producing <i>Enterobacterales</i> in the Pediatric Population in Qatar.
PRJEB9147	False	26794317	PMC4896371	10.1093/bioinformatics/btw022	web_search	medium	False	1	25.0	1.0	False	False	False	1	The TraDIS toolkit: sequencing and analysis for dense transposon mutant libraries.
PRJEB14100	False	37231089	PMC10234813	10.1038/s41564-023-01385-z	web_search	medium	False	1	272.0	10.88	True	False	False	3	Particular genomic and virulence traits associated with preterm infant-derived toxigenic Clostridium perfringens strains.
PRJNA413541	True					high		0			False	False	True	1	
PRJNA728968	False			10.1093/bib/bbac004	web_search	high		1	25.0	1.0	False	False	False	1	Toward accurate diagnosis and surveillance of bacterial infections using enhanced strain-level metagenomic next-generation sequencing of infected body fluids
PRJEB64775	False	38291521	PMC10829384	10.1186/s13756-024-01370-z	europepmc_accession	high	True	1	25.0	1.0	False	False	False	3	Clinically relevant sequence types of carbapenemase-producing Escherichia coli and Klebsiella pneumoniae detected in Finnish wastewater in 2021-2022.
PRJNA744889	True					high		0			False	False	False	1	
PRJNA858823	True					low		0			False	False	False	0	
PRJNA473419	False	33281784	PMC7691484	10.3389/fmicb.2020.587398	europepmc_accession	low	True	1	25.0	1.0	True	False	False	9	Prevalence and Characterization of Carbapenem-Hydrolyzing Class D β-Lactamase-Producing <i>Acinetobacter</i> Isolates From Ghana.
