ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCA_020115525.1	GCF_020115525.1	Contig	current	Illumina	Unicycler v. 0.4.4			5717307	76	136032	12	76	136032	12	60	56.0		98.33	0.41	OK	species_match	GCA_020115525
GCA_020116315.1	GCF_020116315.1	Scaffold	current	Illumina	Unicycler v. 0.4.4			5924361	209	77419	26	210	77419	26	60	56.0		98.44	0.35	OK	species_match	GCA_020116315
GCA_020117035.1	GCF_020117035.1	Contig	current	Illumina	Unicycler v. 0.4.4			5980486	142	128288	14	142	128288	14	60	55.0		98.75	1.07	OK	species_match	GCA_020117035
GCA_020118395.1	GCF_020118395.1	Contig	current	Illumina	Unicycler v. 0.4.4			5971518	121	271763	7	121	271763	7	60	56.0		99.32	0.87	OK	species_match	GCA_020118395
GCA_020116755.1	GCF_020116755.1	Contig	current	Illumina	Unicycler v. 0.4.4			6000464	84	176172	15	84	176172	15	60	56.0		99.47	0.48	OK	species_match	GCA_020116755
GCA_020117415.1		Contig	current	Illumina	Unicycler v. 0.4.4		from large multi-isolate project	5047751	46	263853	6	46	263853	6	60	58.0				OK	derived_species_match	GCA_020117415
GCA_020526085.1	GCF_020526085.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23	reference genome		5443802	2	5243981	1	2	5243981	1	50	56.5	2.0	99.06	0.98	OK	species_match	GCA_020526085
GCA_021498005.1	GCF_021498005.1	Complete Genome	current	PacBio RSII; Illumina HiSeq 4000	Unicycler v. 0.4.7.			5665281	4	5466036	1	4	5466036	1	203	57.0	4.0	98.8	0.38	OK	derived_species_match	GCA_021498005
GCA_021166235.1	GCF_021166235.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5995557	7	5462996	1	7	5462996	1	100	57.0	7.0	97.03	0.36	OK	species_match	GCA_021166235
GCA_021497265.1	GCF_021497265.1	Complete Genome	current	PacBio Sequel	FALCON v. v0.3.0			5749350	3	5415638	1	3	5415638	1	448	57.0	3.0	98.52	0.63	OK	species_match	GCA_021497265
GCA_022369815.1	GCF_022369815.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5874438	5	5374086	1	5	5374086	1	270	56.5	5.0	98.55	1.67	OK	derived_species_match	GCA_022369815
GCA_022369925.1	GCF_022369925.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.8			5883186	5	5371519	1	5	5371519	1	90	56.5	5.0	98.55	1.67	OK	derived_species_match	GCA_022369925
GCA_020526025.1	GCF_020526025.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5504965	2	5351706	1	2	5351706	1	50	57.5	2.0	98.74	0.92	OK	derived_species_match	GCA_020526025
GCA_020526005.1	GCF_020526005.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5697330	4	5346560	1	4	5346560	1	50	57.0	4.0	98.67	1.1	OK	derived_species_match	GCA_020526005
GCA_020525985.1	GCF_020525985.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5788054	9	5336167	1	9	5336167	1	50	57.0	9.0	97.07	3.67	OK	species_match	GCA_020525985
GCA_020906545.1	GCF_020906545.1	Complete Genome	current	Oxford Nanopore MinION; BGISEQ-500	Minimap, Miniasm and Racon v. SEP-2021; Flye v. 2.9; SPAdes v. 3.15			5562023	2	5331479	1	2	5331479	1	64	57.0	2.0	99.03	0.62	OK	species_match	GCA_020906545
GCA_020525965.1	GCF_020525965.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5908231	13	5324939	1	13	5324939	1	50	57.0	13.0	99.07	3.28	OK	derived_species_match	GCA_020525965
GCA_021952765.1	GCF_021952765.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.4.8			5596002	5	5320804	1	5	5320804	1		57.0	5.0	98.5	1.25	OK	derived_species_match	GCA_021952765
GCA_021952745.1	GCF_021952745.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.4.8			5332678	3	5263198	1	3	5263198	1		57.5	3.0	98.81	0.6	OK	derived_species_match	GCA_021952745
GCA_020526065.1	GCF_020526065.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5258072	1	5258072	1	1	5258072	1	50	57.5	1.0	97.59	0.2	OK	species_match	GCA_020526065
GCA_021496545.1	GCF_021496545.1	Complete Genome	current	Illumina MiSeq	SPAdes v. 3.9.0			5257665	1	5257665	1	1	5257665	1	247	57.5	1.0	99.02	0.19	OK	derived_species_match	GCA_021496545
GCA_020525945.1	GCF_020525945.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5180404	1	5180404	1	1	5180404	1	50	57.5	1.0	98.29	0.68	OK	derived_species_match	GCA_020525945
GCA_021228815.1	GCF_021228815.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. v0.4.8			5415589	2	5172055	1	2	5172055	1	73	57.5	2.0	98.55	1.14	OK	derived_species_match	GCA_021228815
GCA_020526045.1	GCF_020526045.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5157573	1	5157573	1	1	5157573	1	50	57.5	1.0	98.64	0.72	OK	derived_species_match	GCA_020526045
GCA_022433565.1	GCF_022433565.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7			5485387	2	5375605	1	2	5375605	1	87	58.0	2.0	99.12	0.81	OK	derived_species_match	GCA_022433565
GCA_021228835.1	GCF_021228835.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. v0.4.8			5811039	6	5496498	1	6	5496498	1	5	57.5	6.0	99.27	0.49	OK	species_match	GCA_021228835
GCA_020684845.1	GCF_020684845.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5370022	1	5370022	1	1	5369922	1	100	57.5	1.0	99.07	0.42	OK	derived_species_match	GCA_020684845
GCA_022370035.1	GCF_022370035.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			6010286	8	5366754	1	8	5366654	1	95	56.5	8.0	98.42	1.67	OK	derived_species_match	GCA_022370035
GCA_022370195.1	GCF_022370195.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5893567	6	5362742	1	6	5362642	1	90	56.5	6.0	98.55	1.67	OK	derived_species_match	GCA_022370195
GCA_020544485.1	GCF_020544485.1	Chromosome	current	Illumina MiniSeq; Oxford Nanopore	Unicycler v. 0.4.8			6085754	5	5315153	1	19	5315153	1	110	56.5	5.0	99.04	2.13	OK	species_match	GCA_020544485
GCA_020684865.1	GCF_020684865.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5351782	1	5351782	1	6	1466431	2	100	57.5	1.0	98.81	0.26	OK	derived_species_match	GCA_020684865
GCA_022341465.1	GCF_022341465.1	Contig	current	Oxford Nanopore MinION	Unicycler v. 0.4.4			5745895	6	5328594	1	6	5328594	1	100	57.0		98.94	1.02	OK	derived_species_match	GCA_022341465
GCA_022433405.1	GCF_022433405.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5931614	5	5550123	1	5	5550123	1	293	57.0	5.0			OK	derived_species_match	GCA_022433405
GCA_022041715.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5728681	3	5499839	1	3	5499839	1	100	57.0	3.0			OK	derived_species_match	GCA_022041715
GCA_022041755.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5701050	6	5494289	1	6	5494289	1	100	57.0	6.0			OK	derived_species_match	GCA_022041755
GCA_022433605.1	GCF_022433605.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5927704	7	5487244	1	7	5487244	1	162	56.5	7.0			OK	derived_species_match	GCA_022433605
GCA_022434335.1	GCF_022434335.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5687597	5	5464066	1	5	5464066	1	148	57.0	5.0			OK	derived_species_match	GCA_022434335
GCA_022041375.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5677614	2	5430883	1	2	5430883	1	100	57.0	2.0			OK	species_match	GCA_022041375
GCA_022041395.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5674092	2	5427361	1	2	5427361	1	100	57.0	2.0			OK	species_match	GCA_022041395
GCA_022433365.1	GCF_022433365.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5792706	6	5408587	1	6	5408587	1	472	57.0	6.0			OK	derived_species_match	GCA_022433365
GCA_022035255.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5795526	6	5404200	1	6	5404200	1	100	57.0	6.0			OK	derived_species_match	GCA_022035255
GCA_022433425.1	GCF_022433425.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5706240	6	5383181	1	6	5383181	1	54	57.0	6.0			OK	derived_species_match	GCA_022433425
GCA_022433445.1	GCF_022433445.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5616207	4	5357153	1	4	5357153	1	118	57.0	4.0			OK	derived_species_match	GCA_022433445
GCA_022434355.1	GCF_022434355.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5572894	4	5352152	1	4	5352152	1	281	57.0	4.0			OK	derived_species_match	GCA_022434355
GCA_022041435.2		Complete Genome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5794094	5	5345759	1	5	5345759	1	100	57.0	5.0			OK	derived_species_match	GCA_022041435
GCA_022433545.1	GCF_022433545.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5768727	6	5323595	1	6	5323595	1	146	57.0	6.0			OK	derived_species_match	GCA_022433545
GCA_022434375.1	GCF_022434375.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5644362	5	5322183	1	5	5322183	1	197	57.0	5.0			OK	derived_species_match	GCA_022434375
GCA_022434315.1	GCF_022434315.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5673841	7	5302251	1	7	5302251	1	145	57.0	7.0			OK	derived_species_match	GCA_022434315
GCA_022434295.1	GCF_022434295.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5428865	2	5301120	1	2	5301120	1	61	57.5	2.0			OK	derived_species_match	GCA_022434295
GCA_022433385.1	GCF_022433385.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5887070	6	5295100	1	6	5295100	1	191	57.0	6.0			OK	derived_species_match	GCA_022433385
GCA_022433485.1	GCF_022433485.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5866245	6	5295100	1	6	5295100	1	88	57.0	6.0			OK	derived_species_match	GCA_022433485
GCA_022433465.1	GCF_022433465.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5474638	4	5280556	1	4	5280556	1	351	57.0	4.0			OK	derived_species_match	GCA_022433465
GCA_022433525.1	GCF_022433525.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5474534	4	5278379	1	4	5278379	1	114	57.5	4.0			OK	derived_species_match	GCA_022433525
GCA_022433505.1	GCF_022433505.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5692100	6	5271167	1	6	5271167	1	291	57.0	6.0			OK	derived_species_match	GCA_022433505
GCA_022024795.3		Complete Genome	current	Oxford Nanopore, Illumina MiSeq	Trycycler v. v0.5.3		from large multi-isolate project	5563965	4	5238482	1	4	5238482	1	134	57.0	4.0			OK	derived_species_match	GCA_022024795
GCA_022433585.1	GCF_022433585.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5461455	5	5216153	1	5	5216153	1	139	57.0	5.0			OK	derived_species_match	GCA_022433585
GCA_022434395.1	GCF_022434395.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5714970	4	5204287	1	4	5204287	1	187	56.5	4.0			OK	derived_species_match	GCA_022434395
GCA_021904535.3		Complete Genome	current	Oxford Nanopore, Illumina MiSeq	Trycycler v. v0.5.3		from large multi-isolate project	5466574	3	5179337	1	3	5179337	1	129	57.0	3.0			OK	derived_species_match	GCA_021904535
GCA_021904655.3		Complete Genome	current	Oxford Nanopore, Illumina MiSeq	Trycycler v. v0.5.3		from large multi-isolate project	5285754	3	5177501	1	3	5177501	1	127	57.5	3.0			OK	derived_species_match	GCA_021904655
GCA_022041495.2		Chromosome	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5796550	5	5347993	1	5	5347893	1	100	57.0	5.0			OK	derived_species_match	GCA_022041495
GCA_022034355.4		Contig	current	Oxford Nanopore	unicycler v. 0.5.0		from large multi-isolate project	5967822	10	5489545	1	10	5489545	1	76.6596	57.0				OK	derived_species_match	GCA_022034355
GCA_022041535.2		Scaffold	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5781467	13	5481304	1	13	5481304	1	100	57.0	6.0			OK	derived_species_match	GCA_022041535
GCA_022035535.2		Contig	current	Oxford Nanopore	unicycler v. 0.5.0		from large multi-isolate project	5724225	9	5300643	1	9	5300643	1	87.2229	57.0				OK	derived_species_match	GCA_022035535
GCA_022033535.4		Contig	current	Oxford Nanopore	unicycler v. 0.5.0		from large multi-isolate project	5545603	3	5300283	1	3	5300283	1	75	57.0				OK	species_match	GCA_022033535
GCA_022033555.4		Contig	current	Oxford Nanopore	unicycler v. 0.5.0		from large multi-isolate project	5870557	8	5283248	1	8	5283248	1	85.0223	57.0				OK	derived_species_match	GCA_022033555
GCA_022033855.2		Scaffold	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5580758	10	5231612	1	10	5231612	1	100	57.0	8.0			OK	derived_species_match	GCA_022033855
GCA_022041735.2		Scaffold	current	ONT MinION and Illumina MiSeq	Unicycler v. v0.4.8		from large multi-isolate project	5577208	12	5228308	1	12	5228308	1	100	57.0	8.0			OK	derived_species_match	GCA_022041735
GCA_021909115.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6144993	73	427873	4	73	427873	4	208	56.5				OK	derived_species_match	GCA_021909115
GCA_022098555.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5557561	80	365831	6	80	365831	6	208	57.0				OK	derived_species_match	GCA_022098555
GCA_022032995.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5993948	144	340795	7	144	340795	7	88	56.5				OK	derived_species_match	GCA_022032995
GCA_021933815.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5426274	53	319675	6	53	319675	6	104	57.5				OK	derived_species_match	GCA_021933815
GCA_021909095.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5806445	62	303075	6	62	303075	6	279	57.0				OK	derived_species_match	GCA_021909095
GCA_022019135.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5463453	74	280481	7	74	280481	7	116	57.5				OK	derived_species_match	GCA_022019135
GCA_021933935.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5627885	63	262860	9	63	262860	9	116	57.0				OK	derived_species_match	GCA_021933935
GCA_022098755.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5610592	85	242188	9	85	242188	9	83	57.0				OK	derived_species_match	GCA_022098755
GCA_022019115.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5450050	76	241523	8	76	241523	8	113	57.5				OK	derived_species_match	GCA_022019115
GCA_022026455.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6231079	124	225676	9	124	225676	9	264	56.5				OK	derived_species_match	GCA_022026455
GCA_021938075.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5613958	67	221271	9	67	221271	9	200	57.0				OK	derived_species_match	GCA_021938075
GCA_021900975.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5739550	106	219951	9	106	219951	9	62	57.5				OK	derived_species_match	GCA_021900975
GCA_022016925.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5620680	98	212078	10	98	212078	10	122	57.5				OK	derived_species_match	GCA_022016925
GCA_022033235.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5766960	148	210790	11	148	210790	11	39	57.0				OK	derived_species_match	GCA_022033235
GCA_021938055.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5601808	62	209965	8	62	209965	8	135	57.0				OK	derived_species_match	GCA_021938055
GCA_022032755.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5828663	101	207824	8	101	207824	8	132	56.5				OK	derived_species_match	GCA_022032755
GCA_022175105.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5316747	84	198055	8	84	198055	8	84	57.5				OK	derived_species_match	GCA_022175105
GCA_022175325.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5331116	111	189070	10	111	189070	10	98	57.5				OK	derived_species_match	GCA_022175325
GCA_021877635.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5628806	85	174494	11	85	174494	11	204	57.5				OK	derived_species_match	GCA_021877635
GCA_022026055.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5760419	126	161681	11	126	161681	11	320	57.0				OK	derived_species_match	GCA_022026055
GCA_021871395.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5861531	124	142760	12	124	142760	12	253	57.0				OK	derived_species_match	GCA_021871395
GCA_021935135.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5815204	155	142756	12	155	142756	12	151	57.0				OK	derived_species_match	GCA_021935135
GCA_022262095.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5572621	137	138057	14	137	138057	14	120	57.5				OK	derived_species_match	GCA_022262095
GCA_022018115.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5587379	106	136483	13	106	136483	13	264	57.5				OK	derived_species_match	GCA_022018115
GCA_021935535.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6056358	135	135361	13	135	135361	13	106	56.5				OK	derived_species_match	GCA_021935535
GCA_022308455.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5693138	147	131831	14	147	131831	14	81	57.0				OK	derived_species_match	GCA_022308455
GCA_022261515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5757788	196	128575	16	196	128575	16	147	57.0				OK	derived_species_match	GCA_022261515
GCA_022204765.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5334529	99	128412	13	99	128412	13	50	57.0				OK	derived_species_match	GCA_022204765
GCA_022262615.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5621621	147	128342	15	147	128342	15	90	57.5				OK	derived_species_match	GCA_022262615
GCA_022175285.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5611828	152	127561	13	152	127561	13	85	57.0				OK	derived_species_match	GCA_022175285
GCA_022262295.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5747996	192	122219	17	192	122219	17	126	57.0				OK	derived_species_match	GCA_022262295
GCA_022175465.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5592483	161	117762	17	161	117762	17	63	57.0				OK	derived_species_match	GCA_022175465
GCA_022261195.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5828227	192	100215	17	192	100215	17	104	57.0				OK	derived_species_match	GCA_022261195
GCA_022261335.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5904318	185	95806	20	185	95806	20	77	57.0				OK	derived_species_match	GCA_022261335
GCA_022262395.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5791284	174	95561	21	174	95561	21	83	57.0				OK	derived_species_match	GCA_022262395
GCA_022175505.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5929112	191	93634	21	191	93634	21	90	57.0				OK	derived_species_match	GCA_022175505
GCA_022307395.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5231573	206	69559	27	206	69559	27	77	57.5				OK	derived_species_match	GCA_022307395
GCA_022307515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5404441	80	249354	8	80	249354	8	88	55.0				OK	species_match	GCA_022307515
GCA_022307495.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5542188	87	216545	9	87	216545	9	75	55.0				OK	species_match	GCA_022307495
GCA_022440065.4	GCF_022440065.1	Contig	current	Oxford Nanopore	unicycler v. 0.5.0			5394279	3	5253003	1	3	5253003	1	50	58.0		98.76	0.39	OK	derived_species_match	GCA_022440065
GCA_022440245.4	GCF_022440245.1	Contig	current	Oxford Nanopore	dragonflye v. 1.2.1			5675347	9	5231965	1	9	5231965	1	88.5548	57.5		98.45	0.43	OK	species_match	GCA_022440245
GCA_022435585.1	GCF_022435585.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	6087447	4	5655465	1	4	5655465	1	168	56.5	4.0			OK	derived_species_match	GCA_022435585
GCA_022438805.1	GCF_022438805.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5815660	4	5613725	1	4	5613725	1	160	57.0	4.0			OK	derived_species_match	GCA_022438805
GCA_022435035.1	GCF_022435035.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5949479	6	5573629	1	6	5573629	1	165	57.0	6.0			OK	derived_species_match	GCA_022435035
GCA_022438465.1	GCF_022438465.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5822372	4	5565479	1	4	5565479	1	221	57.0	4.0			OK	derived_species_match	GCA_022438465
GCA_022439165.1	GCF_022439165.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	6122441	5	5550161	1	5	5550161	1	75	56.5	5.0			OK	derived_species_match	GCA_022439165
GCA_022437965.1	GCF_022437965.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5835134	5	5525076	1	5	5525076	1	618	57.0	5.0			OK	derived_species_match	GCA_022437965
GCA_022437845.1	GCF_022437845.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5829720	5	5495122	1	5	5495122	1	178	57.0	5.0			OK	derived_species_match	GCA_022437845
GCA_022439085.1	GCF_022439085.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5982749	6	5494857	1	6	5494857	1	103	57.0	6.0			OK	derived_species_match	GCA_022439085
GCA_022435095.1	GCF_022435095.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5989407	6	5494855	1	6	5494855	1	276	57.0	6.0			OK	derived_species_match	GCA_022435095
GCA_022434435.1	GCF_022434435.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5972133	7	5493349	1	7	5493349	1	88	57.0	7.0			OK	derived_species_match	GCA_022434435
GCA_022439325.1	GCF_022439325.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5899734	4	5476307	1	4	5476307	1	310	57.0	4.0			OK	derived_species_match	GCA_022439325
GCA_022438185.1	GCF_022438185.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5701074	2	5466459	1	2	5466459	1	136	57.0	2.0			OK	derived_species_match	GCA_022438185
GCA_022434955.1	GCF_022434955.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5937107	6	5456300	1	6	5456300	1	127	57.0	6.0			OK	derived_species_match	GCA_022434955
GCA_022435115.1	GCF_022435115.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5934669	7	5453862	1	7	5453862	1	273	57.0	7.0			OK	derived_species_match	GCA_022435115
GCA_022438265.1	GCF_022438265.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5875984	6	5453480	1	6	5453480	1	398	57.0	6.0			OK	derived_species_match	GCA_022438265
GCA_022438205.1	GCF_022438205.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5938917	7	5452396	1	7	5452396	1	367	57.0	7.0			OK	derived_species_match	GCA_022438205
GCA_022438845.1	GCF_022438845.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5933196	6	5452389	1	6	5452389	1	217	57.0	6.0			OK	derived_species_match	GCA_022438845
GCA_022435665.1	GCF_022435665.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5938801	7	5452281	1	7	5452281	1	130	57.0	7.0			OK	derived_species_match	GCA_022435665
GCA_022438105.1	GCF_022438105.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5941608	7	5451262	1	7	5451262	1	198	57.0	7.0			OK	derived_species_match	GCA_022438105
GCA_022439065.1	GCF_022439065.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5489121	3	5429779	1	3	5429779	1	148	57.5	3.0			OK	derived_species_match	GCA_022439065
GCA_022435565.1	GCF_022435565.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5672323	4	5420517	1	4	5420517	1	255	57.0	4.0			OK	derived_species_match	GCA_022435565
GCA_022439025.1	GCF_022439025.1	Complete Genome	current	Oxford Nanopore GridION	Flye v. 2.7		from large multi-isolate project	5549652	2	5418717	1	2	5418717	1	368	57.5	2.0			OK	derived_species_match	GCA_022439025
