study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJNA1040414	True					high		0			False	False	True	4	
PRJNA613441	False	36817795	PMC9928946	10.3389/fmed.2023.1001476	europepmc_accession	medium	True	1	13.0	1.0	False	False	False	9	The under investigated facet of the COVID-19 pandemic: Molecular analysis of secondary bacterial infections at a COVID dedicated intensive care unit within a tertiary care center in Lebanon.
PRJNA744890	False	35590022	PMC9120164	10.1038/s41598-022-12471-3	europepmc_accession	high	True	1	13.0	1.0	False	False	False	1	Genome-wide identification of carbapenem-resistant Gram-negative bacterial (CR-GNB) isolates retrieved from hospitalized patients in Bihar, India.
PRJEB42426	False	29659796		10.1093/femsec/fiy057	ncbi_bioproject	medium		1	13.0	1.0	False	False	False	3	Dissemination of multi-resistant Gram-negative bacteria into German wastewater and surface waters.
PRJEB29106	True					low		0			False	False	False	0	
PRJNA817042	True					low		0			False	False	False	0	
PRJNA326665	False	28031201	PMC5328542	10.1128/aac.02097-16	europepmc_accession	high	True	1	13.0	1.0	False	False	False	3	Emergence of Ceftazidime-Avibactam Resistance Due to Plasmid-Borne <i>bla</i><sub>KPC-3</sub> Mutations during Treatment of Carbapenem-Resistant Klebsiella pneumoniae Infections.
PRJEB58365	False	37338782	PMC10665453	10.1007/s15010-023-02061-4	europepmc_accession,europepmc_secondary	high	False	2	13.0	1.0	False	False	False	11	Multidrug-resistant isolates from Ukrainian patients in a German health facility: a genomic surveillance study focusing on antimicrobial resistance and bacterial relatedness.
PRJNA670748	False	33871353	PMC8079144	10.7554/elife.67310	europepmc_accession	high	True	1	13.0	1.0	False	False	False	1	Genetic determinants facilitating the evolution of resistance to carbapenem antibiotics.
PRJNA386693	False	28776045	PMC5541162	10.1128/mspheredirect.00290-17	europepmc_accession,ncbi_bioproject	high	True	2	13.0	1.0	False	False	False	5	Whole-Genome Sequencing of Human Clinical <i>Klebsiella pneumoniae</i> Isolates Reveals Misidentification and Misunderstandings of <i>Klebsiella pneumoniae</i>, <i>Klebsiella variicola</i>, and <i>Klebsiella quasipneumoniae</i>.
PRJEB31347	False	41128542	PMC12607791	10.1128/mbio.01428-25	europepmc_accession	medium	False	1	5728.0	440.6154	False	False	False	1	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tract infections in Southern California.
PRJNA534055	True					high		0			False	False	False	1	
PRJEB3226	True					high		0			False	False	False	3	
PRJNA956653	False	39367302	PMC11451243	10.1186/s12864-024-10835-9	europepmc_accession,ncbi_bioproject	high	False	2	14.0	1.0769	False	False	False	1	Whole-genome sequencing of Klebsiella pneumoniae MDR circulating in a pediatric hospital setting: a comprehensive genome analysis of isolates from Guayaquil, Ecuador.
PRJEB7657	True					low	False	1			False	False	False	2	
PRJNA497260	False	29118174	PMC5786719	10.1128/jcm.01415-17	web_search	high	False	1	496.0	38.1538	True	False	False	2	FDA-CDC Antimicrobial Resistance Isolate Bank: a Publicly Available Resource To Support Research, Development, and Regulatory Requirements.
PRJNA375798	False	28747785	PMC5529442	10.1038/s41598-017-06682-2	europepmc_accession	high	True	1	13.0	1.0	False	False	False	1	Discovery of monoclonal antibodies cross-reactive to novel subserotypes of K. pneumoniae O3.
PRJNA729628	False		PMC13243436		europepmc_title	medium	False	1	12.0	1.0	False	False	False	10	Clinical risk factors and genomic characterization of carbapenem-resistant Klebsiella pneumoniae infections in a traditional Chinese medicine hospital
PRJEB30102	False	30936106	PMC6535532	10.1128/aac.02529-18	europepmc_accession	high		1	12.0	1.0	False	False	False	1	Characterization of Carbapenemase-Producing Klebsiella oxytoca in Spain, 2016-2017.
PRJEB61083	False		PMC10597170		europepmc_title	medium	False	1	12.0	1.0	False	False	False	10	Management and control of an outbreak of NDM-producing Klebsiella pneumoniae in a teaching hospital
PRJNA437215	True					low		0			False	False	False	0	
PRJNA392824	False	29648629	PMC6005101	10.1093/jac/dky121	ncbi_bioproject	high		1	12.0	1.0	False	False	False	3	Antibiotic pressure on the acquisition and loss of antibiotic resistance genes in Klebsiella pneumoniae.
PRJEB22139	False	28764658	PMC5540593	10.1186/s12864-017-3955-4	web_search	medium	False	1			False	False	False	3	Comparative genomic and phylogenomic analyses of the Bifidobacteriaceae family.
PRJEB2399	False	22876174	PMC3410874	10.1371/journal.ppat.1002824	web_search	high	False	1	12.0	1.0	False	False	False	5	Routine use of microbial whole genome sequencing in diagnostic and public health microbiology.
PRJNA835887	True					high		0			False	False	False	1	
PRJNA316969	False	27777649	PMC5060011	10.1186/s40793-016-0202-6	europepmc_accession	medium	True	1	2.0	0.1667	True	False	False	25	Genome sequences and annotation of two urinary isolates of <i>E. coli</i>.
PRJNA951070	False	37374868	PMC10301528	10.3390/microorganisms11061365	europepmc_accession,europepmc_title	high	True	2	94.0	7.8333	False	False	False	1	Used Nasogastric Feeding Tubes from Neonates Contain Infant-Specific Bacterial Profiles.
PRJNA897716	False			10.1016/j.ijantimicag.2023.106709	web_search	high		1	12.0	1.0	False	False	False	1	In vitro-obtained meropenem-vaborbactam resistance mechanisms among clinical Klebsiella pneumoniae carbapenemase-producing K. pneumoniae isolates
PRJNA982765	True					high		0			False	False	False	1	
PRJNA906139	False	39438795	PMC11515790	10.1186/s12879-024-10056-1	europepmc_accession	medium	True	1	12.0	1.0	False	False	False	2	Genomic dynamics of high-risk carbapenem-resistant klebsiella pneumoniae clones carrying hypervirulence determinants in Egyptian clinical settings.
PRJNA315192	False	30235111	PMC6249433	10.1099/mgen.0.000213	europepmc_accession,europepmc_secondary	low	True	2			True	False	False	25	MinION nanopore sequencing identifies the position and structure of bacterial antibiotic resistance determinants in a multidrug-resistant strain of enteroaggregative Escherichia coli.
PRJEB43391	True					low		0			False	False	False	0	
PRJEB27344	False	30247546		10.1093/jac/dky363	europepmc_title	high		1	12.0	1.0	False	False	False	1	Selection of mutants with resistance or diminished susceptibility to ceftazidime/avibactam from ESBL- and AmpC-producing Enterobacteriaceae.
PRJNA279496	False	26398358	PMC4580588	10.1371/journal.pone.0138828	europepmc_secondary	high	True	1	12.0	1.0	False	False	False	1	In Vivo Evolution of Bacterial Resistance in Two Cases of Enterobacter aerogenes Infections during Treatment with Imipenem.
PRJNA838107	False	36303001	PMC7613874	10.1038/s41559-022-01908-7	europepmc_accession	high	True	1	12.0	1.0	False	False	False	3	Within-patient evolution of plasmid-mediated antimicrobial resistance.
PRJNA733872	False	34726753		10.1093/jac/dkab380	ncbi_bioproject	high		1	12.0	1.0	False	False	False	1	In vivo evolution of carbapenem resistance in hypervirulent Klebsiella pneumoniae in a patient undergoing long-term treatment.
PRJNA286705	True					low		0	12.0	1.0	False	False	False	0	
PRJEB72521	True					low		0			False	False	False	0	
PRJNA867572	True					low		0			False	False	False	0	
PRJNA523433	True					low		0			False	False	False	0	
PRJNA751993	False	35579468	PMC9241755	10.1128/spectrum.02158-21	europepmc_accession	high	True	1	12.0	1.0	False	False	False	1	Co-Occurrence of Multidrug Resistant Klebsiella pneumoniae Pathogenic Clones of Human Relevance in an Equine Pneumonia Case.
PRJNA832331	False	40993314	PMC12460818	10.1038/s42003-025-08756-8	europepmc_accession	medium	True	1	12.0	1.0	False	False	False	1	Analysis of the microbiota of raw commercial feline diets to prioritize food safety investigations.
PRJNA359577	False	29068275		10.1099/jmm.0.000624	web_search	high		1	11.0	1.0	False	False	False	1	Investigation of next-generation sequencing data of Klebsiella pneumoniae using web-based tools.
PRJNA799444	False	35574716	PMC9239081	10.1128/msystems.01297-21	europepmc_accession	high	True	1	11.0	1.0	False	False	False	1	An Outbreak of ST859-K19 Carbapenem-Resistant Hypervirulent Klebsiella pneumoniae in a Chinese Teaching Hospital.
PRJNA575837	False	32122604		10.1016/j.vetmic.2020.108601	web_search	high		1	53.0	4.8182	True	False	False	4	Genome analysis of enterobacteriaceae with non-wild type susceptibility to third-generation cephalosporins recovered from diseased dogs and cats in Europe.
PRJNA396729	False	29109700	PMC5660112	10.3389/fmicb.2017.01913	europepmc_accession	high	True	1	11.0	1.0	False	False	False	1	Exploring the Genome and Phenotype of Multi-Drug Resistant <i>Klebsiella pneumoniae</i> of Clinical Origin.
PRJNA777127	False	36891378	PMC9987243	10.2147/idr.s403448	europepmc_accession	high	True	1	7.0	0.6364	False	False	False	1	Carbapenem-Resistant and ESBL-Producing Enterobacterales Emerging in Central Texas.
PRJNA776891	True					high		0			False	False	True	1	
PRJNA484792	False	30204843		10.1093/cid/ciy778	web_search	high		1	11.0	1.0	False	False	False	1	Outbreak of Hypervirulent Multidrug-resistant Klebsiella variicola Causing High Mortality in Neonates in Bangladesh.
PRJNA984710	False	39660916	PMC11784238	10.1128/iai.00486-24	europepmc_accession	medium	True	1	11.0	1.0	False	False	False	1	Prevalence and features of hypervirulent &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; in respiratory specimens at a US hospital system.
PRJEB38898	False	33565955	PMC8190610	10.1099/mgen.0.000519	europepmc_accession	high	True	1	10.0	0.9091	False	False	False	1	Emerging carbapenem-resistant <i>Klebsiella pneumoniae</i> sequence type 16 causing multiple outbreaks in a tertiary hospital in southern Vietnam.
PRJNA647793	True					low		0			False	False	False	0	
PRJEB67733	True					low		0			False	False	False	0	
PRJNA947477	False	37719365	PMC10501869	10.1016/j.apsb.2023.06.003	europepmc_accession	high	True	1	11.0	1.0	False	False	False	1	Polymyxin resistance caused by large-scale genomic inversion due to IS<i>26</i> intramolecular translocation in <i>Klebsiella pneumoniae</i>.
PRJEB33495	False	31891609	PMC6938319	10.1371/journal.pone.0226828	europepmc_accession	high	True	1	216.0	19.6364	False	False	False	1	Decreasing prevalence of contamination with extended-spectrum beta-lactamase-producing Enterobacteriaceae (ESBL-E) in retail chicken meat in the Netherlands.
PRJNA994484	False	39248568	PMC11481518	10.1128/mbio.01393-24	europepmc_accession	high	True	1	11.0	1.0	False	False	False	1	Phage-antibiotic synergy suppresses resistance emergence of &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; by altering the evolutionary fitness.
PRJNA608440	False	32525754	PMC7473113	10.1080/22221751.2020.1773743	europepmc_accession,europepmc_title	high	True	2	10.0	1.0	False	False	False	3	Cytotoxin-producing <i>Klebsiella oxytoca</i> in the preterm gut and its association with necrotizing enterocolitis.
PRJNA606074	False	32862830	PMC7457799	10.1186/s40168-020-00907-9	europepmc_accession	high	True	1	10.0	1.0	False	False	False	1	Impact of investigational microbiota therapeutic RBX2660 on the gut microbiome and resistome revealed by a placebo-controlled clinical trial.
PRJNA956693	False	39606651	PMC11599855	10.3389/fvets.2024.1455021	europepmc_accession	medium	True	1	10.0	1.0	False	False	False	2	Antibiotic efficacy and resistance patterns of urinary tract infection-causing bacteria in dogs and resistome of multidrug-resistant <i>Klebsiella pneumoniae</i> via whole genome sequencing in South Korea.
PRJNA1072014	False	40146795	PMC11949386	10.33073/pjm-2025-007	europepmc_accession	high	False	1	10.0	1.0	False	False	False	1	Characterization of OXA232-Producing Carbapenem-Resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;: Genomic Analysis and Virulence Assessment.
PRJEB24641	False			10.1093/ofid/ofx162.104	web_search	medium	False	1	10.0	1.0	False	False	False	1	Prospective Surveillance and Rapid Whole-Genome Sequencing Detects Two Unsuspected Outbreaks of Carbapenemase-Producing Klebsiella pneumoniae in a UK Teaching Hospital
PRJNA791930	False	35531657	PMC9241548	10.1128/msphere.00190-22	europepmc_accession,ncbi_bioproject	high	True	2	10.0	1.0	False	False	False	1	In-Human Multiyear Evolution of Carbapenem-Resistant Klebsiella pneumoniae Causing Chronic Colonization and Intermittent Urinary Tract Infections: A Case Study.
PRJNA525688	False	30975748	PMC6486781	10.1073/pnas.1820594116	europepmc_accession	high	False	1	10.0	1.0	False	False	False	2	&lt;i&gt;Klebsiella&lt;/i&gt; and &lt;i&gt;Providencia&lt;/i&gt; emerge as lone survivors following long-term starvation of oral microbiota.
PRJNA685215	True					low		1	10.0	1.0	False	False	False	11	
PRJNA845217	False	37061726	PMC10105422	10.1186/s13756-023-01236-w	europepmc_accession	medium	True	1	10.0	1.0	False	False	False	1	Hospital sanitary facilities on wards with high antibiotic exposure play an important role in maintaining a reservoir of resistant pathogens, even over many years.
PRJDB10735	False	33763694		10.1093/jtm/taab047	web_search	high		1	10.0	1.0	False	False	False	1	A case of meningitis due to extensively drug-resistant Pseudomonas aeruginosa imported through medical evacuation: genomic and environmental investigation.
PRJNA986585	False	37512889	PMC10383945	10.3390/microorganisms11071717	europepmc_accession,europepmc_title	high	True	2	10.0	1.0	False	False	False	1	Clinical and Genomic Characterization of Carbapenem-Resistant <i>Klebsiella pneumoniae</i> with Concurrent Production of NDM and OXA-48-like Carbapenemases in Southern California, 2016-2022.
PRJNA296696	False	26637170	PMC4670079	10.1371/journal.pone.0144310	web_search	medium	False	1	10.0	1.0	False	False	False	1	Genomic Epidemiology of an Endoscope-Associated Outbreak of Klebsiella pneumoniae Carbapenemase (KPC)-Producing K. pneumoniae.
PRJEB58695	False	41480074	PMC12753507	10.3389/fpubh.2025.1716498	europepmc_accession	high	False	1			True	False	False	5	SeqAfrica: empowering Africa's fight against antimicrobial resistance through genomics.
PRJNA1047501	False	38460700		10.1016/j.scitotenv.2024.171562	ncbi_bioproject	high		1	10.0	1.0	False	False	False	1	Occurrence and persistence of multidrug-resistant Enterobacterales isolated from urban, industrial and surface water in Monastir, Tunisia.
PRJNA292901	False	31679102		10.1007/s10096-019-03711-y	web_search	medium		1	10.0	1.0	False	False	False	3	Breakpoint beware: reliance on historical breakpoints for Enterobacteriaceae leads to discrepancies in interpretation of susceptibility testing for carbapenems and cephalosporins and gaps in detection of carbapenem-resistant organisms.
PRJNA292663	False	31866986	PMC6906146	10.3389/fmicb.2019.02826	ncbi_bioproject	medium	False	1	11.0	1.1	True	False	False	6	Diverse Fluoroquinolone Resistance Plasmids From Retail Meat <i>E. coli</i> in the United States.
PRJNA556398	False	33163077	PMC7604597	10.1155/2020/4054393	europepmc_accession	high	True	1	10.0	1.0	False	False	False	1	Multidrug-Resistant Hypervirulent <i>Klebsiella pneumoniae</i> Found Persisting Silently in Infant Gut Microbiota.
PRJNA1026663	True					low		0			False	False	False	0	
PRJEB19777	False	28702005	PMC5487458	10.3389/fmicb.2017.01143	europepmc_accession	high	True	1	28.0	2.8	False	False	False	1	Insights into a Novel <i>bla</i><sub>KPC-2</sub><b>-</b>Encoding IncP-6 Plasmid Reveal Carbapenem-Resistance Circulation in Several <i>Enterobacteriaceae</i> Species from Wastewater and a Hospital Source in Spain.
PRJNA996741	True					high		0			False	False	False	1	
PRJNA719104	True					low		0			False	False	False	0	
PRJNA631491	False	33599607	PMC8190620	10.1099/mgen.0.000530	europepmc_accession	high	True	1	10.0	1.0	False	False	False	1	Genomic surveillance, characterization and intervention of a polymicrobial multidrug-resistant outbreak in critical care.
PRJNA775973	False	40499596		10.1016/j.ijantimicag.2025.107551	web_search	high		1	10.0	1.0	False	False	False	1	Elucidating adaptive compensatory tigecycline resistance mechanisms of RamA, RarA and SoxS in Klebsiella pneumoniae.
