study_accession	sample_accession	field	ena_value	filled_value	source
PRJNA279672	SAMN03455992	isolation_source		rectal swab	whole_field
PRJNA357339	SAMN06140912	isolation_source		wound	whole_field
PRJNA357350	SAMN06140973	isolation_source		burn wound	whole_field
PRJNA357543	SAMN06143022	isolation_source		burn wound	whole_field
PRJNA265270	SAMN06161047	isolation_source		plant root	whole_field
PRJNA436343	SAMN08733388	isolation_source		blood culture	whole_field
PRJNA1029809	SAMN37879555	isolation_source		water	whole_field
PRJNA1029809	SAMN37879549	isolation_source		water	whole_field
PRJNA656363	SAMN29005757	isolation_source		urine	whole_field
PRJNA1029809	SAMN37879553	isolation_source		water	whole_field
PRJNA1077593	SAMN39976604	isolation_source		urine	whole_field
PRJNA949453	SAMN33944297	isolation_source		Galleria mellonella haemocoel	whole_field
PRJNA1134078	SAMN42392496	isolation_source		salad and herbs	whole_field
PRJNA949453	SAMN33944301	isolation_source		Galleria mellonella haemocoel	whole_field
PRJNA656363	SAMN29005713	isolation_source		urine	whole_field
PRJNA1023934	SAMN37684973	isolation_source		blood	whole_field
PRJNA1029809	SAMN37879556	isolation_source		water	whole_field
PRJNA949453	SAMN33944302	isolation_source		Galleria mellonella haemocoel	whole_field
PRJNA656363	SAMN29005723	isolation_source		urine	whole_field
PRJNA892272	SAMN31373495	isolation_source		wastewater	whole_field
PRJNA949453	SAMN33944298	isolation_source		Galleria mellonella haemocoel	whole_field
PRJNA656363	SAMN29005715	isolation_source		urine	whole_field
PRJNA892272	SAMN31373494	isolation_source		wastewater	whole_field
PRJNA684628	SAMN34495010	isolation_source		urine	whole_field
PRJNA1029809	SAMN37879552	isolation_source		water	whole_field
PRJNA1029809	SAMN37879550	isolation_source		water	whole_field
PRJEB74697	SAMEA115768915	isolation_source		blood	whole_field
PRJNA1023934	SAMN37684972	isolation_source		blood	whole_field
PRJNA1029809	SAMN37879551	isolation_source		water	whole_field
PRJNA981489	SAMN35676417	isolation_source		soil	whole_field
PRJNA1029809	SAMN37879554	isolation_source		water	whole_field
PRJNA985548	SAMN35798078	isolation_source		wastewater	whole_field
PRJNA949453	SAMN33944299	isolation_source		Galleria mellonella haemocoel	whole_field
PRJNA887604	SAMN31178596	isolation_source		sewage	whole_field
PRJNA1134078	SAMN42392493	isolation_source		salad and herbs	whole_field
PRJNA884103	SAMN31229784	isolation_source		blood	whole_field
PRJNA1023934	SAMN37684970	isolation_source		blood	whole_field
PRJNA949453	SAMN33944300	isolation_source		Galleria mellonella haemocoel	whole_field
PRJDB14068	SAMD00520778	isolation_source		rectal swab	whole_field
PRJNA1134078	SAMN42392490	isolation_source		salad and herbs	whole_field
PRJNA656363	SAMN29005688	isolation_source		urine	whole_field
PRJNA1134078	SAMN42392497	isolation_source		salad and herbs	whole_field
PRJEB74697	SAMEA115768914	isolation_source		blood	whole_field
PRJEB50384	SAMEA12561087	isolation_source		wastewater	whole_field
PRJNA1023934	SAMN37684971	isolation_source		blood	whole_field
PRJNA1023934	SAMN37684974	isolation_source		blood	whole_field
PRJEB74697	SAMEA115768916	isolation_source		blood	whole_field
PRJEB54871	SAMEA110665186	isolation_source		nasopharynx	whole_field
PRJEB54871	SAMEA110665198	isolation_source		nasopharynx	whole_field
PRJEB54871	SAMEA110665231	isolation_source		nasopharynx	whole_field
PRJEB54871	SAMEA110665298	isolation_source		nasopharynx	whole_field
PRJEB54871	SAMEA110665323	isolation_source		nasopharynx	whole_field
PRJEB8303	SAMEA3217958	isolation_source		faeces	whole_field
PRJEB8768	SAMEA3310297	isolation_source		water	whole_field
PRJEB8104	SAMEA3594200	isolation_source		urine	whole_field
PRJEB12361	SAMEA3725491	isolation_source		fish gut	whole_field
PRJEB12361	SAMEA3725492	isolation_source		fish gut	whole_field
PRJEB12361	SAMEA3725493	isolation_source		fish gut	whole_field
PRJEB12513	SAMEA4043139	isolation_source		blood	whole_field
PRJEB12513	SAMEA4043267	isolation_source		blood	whole_field
PRJEB26677	SAMEA4672812	isolation_source		faeces	whole_field
PRJEB26677	SAMEA4672948	isolation_source		faeces	whole_field
PRJEB28522	SAMEA5043336	isolation_source		stool	whole_field
PRJEB28522	SAMEA5043560	isolation_source		stool	whole_field
PRJEB28522	SAMEA5043571	isolation_source		stool	whole_field
PRJEB28522	SAMEA5043604	isolation_source		stool	whole_field
PRJEB28522	SAMEA5043632	isolation_source		stool	whole_field
PRJEB30582	SAMEA5206503	isolation_source		faeces	whole_field
PRJEB12513	SAMEA5422311	isolation_source		blood	whole_field
PRJEB32059	SAMEA5621762	isolation_source		blood	whole_field
PRJEB32059	SAMEA5621972	isolation_source		blood	whole_field
PRJEB45009	SAMEA8755900	isolation_source		rectal swab	whole_field
PRJNA494608	SAMN10174754	isolation_source		stool	whole_field
PRJNA501406	SAMN10361111	isolation_source		Caenorhabditis elegans gut/microbiome	whole_field
PRJNA499494	SAMN10361115	isolation_source		Caenorhabditis elegans	whole_field
PRJNA501409	SAMN10361620	isolation_source		Caenorhabditis elegans	whole_field
PRJNA501412	SAMN10361637	isolation_source		Caenorhabditis elegans	whole_field
PRJNA527940	SAMN11164559	isolation_source		environment	whole_field
PRJNA609701	SAMN14258342	isolation_source		biosolids	whole_field
PRJNA664939	SAMN16278201	isolation_source		wastewater	whole_field
PRJNA664939	SAMN16278268	isolation_source		wastewater	whole_field
PRJNA664939	SAMN16278278	isolation_source		wastewater	whole_field
PRJEB73531	SAMEA115464668	isolation_source		blood	whole_field
PRJEB73531	SAMEA115464669	isolation_source		blood	whole_field
PRJEB73531	SAMEA115464671	isolation_source		blood	whole_field
PRJNA871216	SAMN29983822	isolation_source		drinking water	whole_field
PRJNA871216	SAMN29983824	isolation_source		drinking water	whole_field
PRJNA907796	SAMN31997490	isolation_source		milk	whole_field
PRJNA917297	SAMN32535231	isolation_source		bone marrow	whole_field
PRJNA1023975	SAMN37686351	isolation_source		sputum	whole_field
PRJNA1073544	SAMN39905150	isolation_source		surface mucous swab	whole_field
PRJNA1134078	SAMN42392498	isolation_source		salad and herbs	whole_field
PRJDB6797	SAMD00113231	host		human	whole_field
PRJDB8047	SAMD00163748	host		human	whole_field
PRJDB9461	SAMD00212276	host		human	whole_field
PRJDB9461	SAMD00212278	host		human	whole_field
PRJDB10450	SAMD00243948	host		human	whole_field
PRJDB10450	SAMD00243950	host		human	whole_field
PRJDB10450	SAMD00243951	host		human	whole_field
PRJDB10450	SAMD00243956	host		human	whole_field
PRJDB10450	SAMD00243979	host		human	whole_field
PRJDB9227	SAMD00201313	host		chicken	whole_field
PRJDB9461	SAMD00212275	host		human	whole_field
PRJDB9461	SAMD00212279	host		human	whole_field
PRJDB9509	SAMD00212724	host		human	whole_field
PRJDB9509	SAMD00287286	host		human	whole_field
PRJDB9509	SAMD00287287	host		human	whole_field
PRJDB9509	SAMD00287288	host		human	whole_field
PRJDB9461	SAMD00212277	host		human	whole_field
PRJDB9509	SAMD00212725	host		human	whole_field
PRJDB10450	SAMD00243953	host		human	whole_field
PRJDB10450	SAMD00243973	host		human	whole_field
PRJDB10450	SAMD00243982	host		human	whole_field
PRJDB10450	SAMD00243955	host		human	whole_field
PRJDB12737	SAMD00431575	host		human	whole_field
PRJDB10686	SAMD00253847	host		soil	whole_field
PRJDB9509	SAMD00287284	host		human	whole_field
PRJDB9509	SAMD00287285	host		human	whole_field
PRJDB15848	SAMD00607298	host		food market water environment	whole_field
PRJEB56148	SAMEA111372280	host		human	whole_field
PRJEB56148	SAMEA111372296	host		human	whole_field
PRJEB55839	SAMEA111391100	host		human	whole_field
PRJEB55904	SAMEA111347396	host		human	whole_field
PRJEB56148	SAMEA111372297	host		human	whole_field
PRJEB56148	SAMEA111372315	host		human	whole_field
PRJEB56148	SAMEA111372335	host		human	whole_field
PRJEB56148	SAMEA111372291	host		human	whole_field
PRJEB55839	SAMEA111391102	host		human	whole_field
PRJEB55839	SAMEA111391101	host		human	whole_field
PRJEB58827	SAMEA112300463	host		wastewater	whole_field
PRJEB58827	SAMEA112300464	host		wastewater	whole_field
PRJEB59061	SAMEA112348281	host		human	whole_field
PRJEB60429	SAMEA112748800	host		human	whole_field
PRJEB59337	SAMEA112764954	host		human	whole_field
PRJEB60429	SAMEA112748801	host		human	whole_field
PRJEB59337	SAMEA112764953	host		human	whole_field
PRJEB59337	SAMEA112764956	host		human	whole_field
PRJEB59337	SAMEA112764957	host		human	whole_field
PRJEB60914	SAMEA113467533	host		human	whole_field
PRJEB19677	SAMEA103900120	host		human	whole_field
PRJEB19677	SAMEA103900119	host		human	whole_field
PRJEB19677	SAMEA103900123	host		human	whole_field
PRJEB19677	SAMEA103900124	host		human	whole_field
PRJEB19677	SAMEA103900125	host		human	whole_field
PRJEB19677	SAMEA103900118	host		human	whole_field
PRJEB19677	SAMEA103900121	host		human	whole_field
PRJEB19677	SAMEA103900122	host		human	whole_field
PRJEB24576	SAMEA104554881	host		human	whole_field
PRJEB25904	SAMEA1062168	host		human	whole_field
PRJEB24576	SAMEA104554882	host		human	whole_field
PRJEB25904	SAMEA1062167	host		human	whole_field
PRJEB25904	SAMEA1062336	host		human	whole_field
PRJEB25904	SAMEA1062166	host		human	whole_field
PRJEB25904	SAMEA1062334	host		human	whole_field
PRJEB25904	SAMEA1062335	host		human	whole_field
PRJEB25904	SAMEA1062345	host		human	whole_field
PRJEB27805	SAMEA4795086	host		human	whole_field
PRJEB27805	SAMEA4795087	host		human	whole_field
PRJEB27805	SAMEA4795088	host		human	whole_field
PRJEB28252	SAMEA4837039	host		Phoca vitulina	whole_field
PRJEB29928	SAMEA5128438	host		human	whole_field
PRJEB29928	SAMEA5128440	host		human	whole_field
PRJEB29928	SAMEA5128436	host		human	whole_field
PRJEB29745	SAMEA5131872	host		water	whole_field
PRJEB29928	SAMEA5128437	host		human	whole_field
PRJEB29928	SAMEA5128439	host		human	whole_field
PRJEB29745	SAMEA5131870	host		water	whole_field
PRJEB29745	SAMEA5131871	host		water	whole_field
PRJEB29745	SAMEA5131873	host		water	whole_field
PRJEB29745	SAMEA5131874	host		water	whole_field
PRJEB29745	SAMEA5131875	host		water	whole_field
PRJEB30599	SAMEA5205924	host		human	whole_field
PRJEB26677	SAMEA4672915	host		human	whole_field
PRJEB26677	SAMEA4672935	host		human	whole_field
PRJEB33694	SAMEA5815686	host		human	whole_field
PRJEB34028	SAMEA5869125	host		human	whole_field
PRJEB33296	SAMEA5752172	host		human	whole_field
PRJEB26677	SAMEA4672895	host		human	whole_field
PRJEB26677	SAMEA4672921	host		human	whole_field
PRJEB33694	SAMEA5815685	host		human	whole_field
PRJEB34028	SAMEA5869126	host		human	whole_field
PRJEB34028	SAMEA5869127	host		human	whole_field
PRJEB34513	SAMEA5789894	host		human	whole_field
PRJEB34702	SAMEA5988753	host		human	whole_field
PRJEB34702	SAMEA5988755	host		human	whole_field
PRJEB34867	SAMEA6081870	host		human	whole_field
PRJEB34874	SAMEA6086533	host		turkey	whole_field
PRJEB34513	SAMEA5789899	host		human	whole_field
PRJEB34702	SAMEA5988754	host		human	whole_field
PRJEB34513	SAMEA5789893	host		human	whole_field
PRJEB34513	SAMEA5789897	host		human	whole_field
PRJEB34513	SAMEA5789898	host		human	whole_field
PRJEB34867	SAMEA6081871	host		human	whole_field
PRJEB34702	SAMEA5988756	host		human	whole_field
PRJEB34874	SAMEA6086510	host		turkey	whole_field
PRJEB34874	SAMEA6086513	host		turkey	whole_field
PRJEB34874	SAMEA6086515	host		turkey	whole_field
PRJEB34874	SAMEA6086531	host		turkey	whole_field
PRJEB34874	SAMEA6086532	host		turkey	whole_field
PRJEB35623	SAMEA6262376	host		human	whole_field
PRJEB26512	SAMEA6160281	host		human	whole_field
PRJEB34028	SAMEA6373151	host		human	whole_field
PRJEB36000	SAMEA6447082	host		human	whole_field
PRJEB36448	SAMEA6506341	host		wastewater	whole_field
PRJEB36448	SAMEA6506344	host		wastewater	whole_field
PRJEB37472	SAMEA6634592	host		human	whole_field
PRJEB37472	SAMEA6634593	host		human	whole_field
PRJEB37472	SAMEA6634591	host		human	whole_field
PRJEB37472	SAMEA6634594	host		human	whole_field
PRJEB38442	SAMEA6863335	host		wastewater	whole_field
PRJEB38442	SAMEA6863351	host		wastewater	whole_field
PRJEB39204	SAMEA7071334	host		human	whole_field
PRJEB39204	SAMEA7071335	host		human	whole_field
PRJEB39204	SAMEA7071342	host		human	whole_field
PRJEB39204	SAMEA7071347	host		human	whole_field
PRJEB38602	SAMEA6865661	host		human	whole_field
PRJEB38601	SAMEA6865660	host		human	whole_field
PRJEB38863	SAMEA6952708	host		human	whole_field
PRJEB37902	SAMEA7026341	host		medicinal plant	whole_field
PRJEB37902	SAMEA7026335	host		medicinal plant	whole_field
PRJEB37902	SAMEA7026324	host		medicinal plant	whole_field
PRJEB37902	SAMEA7026339	host		medicinal plant	whole_field
PRJEB39204	SAMEA7071346	host		human	whole_field
PRJEB39816	SAMEA7175945	host		human	whole_field
PRJEB39816	SAMEA7175944	host		human	whole_field
PRJEB40388	SAMEA7315186	host		human	whole_field
PRJEB40388	SAMEA7315187	host		human	whole_field
PRJEB37610	SAMEA7101081	host		human	whole_field
PRJEB39816	SAMEA7175946	host		human	whole_field
PRJEB39816	SAMEA7175948	host		human	whole_field
PRJEB39816	SAMEA7175950	host		human	whole_field
PRJEB41009	SAMEA7502065	host		human	whole_field
PRJEB41009	SAMEA7502066	host		human	whole_field
PRJEB39816	SAMEA7175949	host		human	whole_field
PRJEB40149	SAMEA7293484	host		Mytilus edulis	whole_field
PRJEB40388	SAMEA7315188	host		human	whole_field
PRJEB40388	SAMEA7315189	host		human	whole_field
PRJEB40388	SAMEA7315190	host		human	whole_field
PRJEB40388	SAMEA7315185	host		human	whole_field
PRJEB41009	SAMEA7502067	host		human	whole_field
PRJEB41009	SAMEA7502068	host		human	whole_field
PRJEB41009	SAMEA7502064	host		human	whole_field
PRJEB41234	SAMEA7556989	host		human	whole_field
PRJEB42295	SAMEA7753652	host		human	whole_field
PRJEB42295	SAMEA7753651	host		human	whole_field
PRJEB43637	SAMEA8238921	host		chimpanzee	whole_field
PRJEB43637	SAMEA8238922	host		chimpanzee	whole_field
PRJEB43637	SAMEA8238923	host		chimpanzee	whole_field
PRJEB44350	SAMEA8574780	host		human	whole_field
PRJEB44175	SAMEA8534242	host		chicken	whole_field
PRJEB43637	SAMEA8238920	host		chimpanzee	whole_field
PRJEB43637	SAMEA8238924	host		chimpanzee	whole_field
PRJEB43975	SAMEA8457514	host		powdered milk	whole_field
PRJEB44350	SAMEA8574779	host		human	whole_field
PRJEB44175	SAMEA8534243	host		chicken	whole_field
PRJEB44904	SAMEA8730851	host		chicken	whole_field
PRJEB45009	SAMEA8755920	host		human	whole_field
PRJEB45009	SAMEA8755933	host		human	whole_field
PRJEB45084	SAMEA8796403	host		human	whole_field
PRJEB45084	SAMEA8796407	host		human	whole_field
PRJEB45559	SAMEA8946551	host		human	whole_field
PRJEB45559	SAMEA8946565	host		human	whole_field
PRJEB45559	SAMEA8946571	host		human	whole_field
PRJEB44904	SAMEA8730852	host		chicken	whole_field
PRJEB45009	SAMEA8755915	host		human	whole_field
PRJEB45084	SAMEA8796404	host		human	whole_field
PRJEB45084	SAMEA8796406	host		human	whole_field
PRJEB45084	SAMEA8796405	host		human	whole_field
PRJEB45559	SAMEA8946556	host		human	whole_field
PRJEB45559	SAMEA8946558	host		human	whole_field
PRJEB45559	SAMEA8946574	host		human	whole_field
PRJEB46059	SAMEA8953318	host		human	whole_field
PRJEB45559	SAMEA8946504	host		human	whole_field
PRJEB45559	SAMEA8946561	host		human	whole_field
PRJEB45559	SAMEA8946567	host		human	whole_field
PRJEB46059	SAMEA8953319	host		human	whole_field
PRJEB45084	SAMEA9965799	host		human	whole_field
PRJEB50384	SAMEA12561091	host		wastewater	whole_field
PRJEB49171	SAMEA11356547	host		broiler chicken	whole_field
PRJEB49171	SAMEA11356702	host		broiler chicken	whole_field
PRJEB49509	SAMEA11198328	host		human	whole_field
PRJEB36913	SAMEA11943729	host		Centrochelys sulcata	whole_field
PRJEB6657	SAMEA3252003	host		human	whole_field
PRJEB46496	SAMEA12311723	host		hospital environment	whole_field
PRJEB50384	SAMEA12561089	host		wastewater	whole_field
PRJEB50384	SAMEA12561090	host		wastewater	whole_field
PRJEB50707	SAMEA12921797	host		dog	whole_field
PRJEB52194	SAMEA14019043	host		Necrosyrtes monachus	whole_field
PRJEB52722	SAMEA14369721	host		human	whole_field
PRJEB50707	SAMEA12921808	host		dog	whole_field
PRJEB52194	SAMEA14019044	host		Necrosyrtes monachus	whole_field
PRJEB52194	SAMEA14019045	host		Necrosyrtes monachus	whole_field
PRJEB52194	SAMEA14019046	host		Necrosyrtes monachus	whole_field
PRJEB52722	SAMEA14369722	host		human	whole_field
PRJEB53051	SAMEA14449080	host		human	whole_field
PRJEB53051	SAMEA14449073	host		human	whole_field
PRJEB53512	SAMEA110132229	host		human	whole_field
PRJEB51925	SAMEA110187926	host		human	whole_field
PRJEB53460	SAMEA110188920	host		human	whole_field
PRJEB53512	SAMEA110132223	host		human	whole_field
PRJEB53512	SAMEA110132226	host		human	whole_field
PRJEB53512	SAMEA110132228	host		human	whole_field
PRJEB53512	SAMEA110132230	host		human	whole_field
PRJEB53512	SAMEA110132225	host		human	whole_field
PRJEB53512	SAMEA110132227	host		human	whole_field
PRJEB53512	SAMEA110132224	host		human	whole_field
PRJNA564151	SAMN12703571	host		fungus farming ant	whole_field
PRJNA576510	SAMN12911127	host		freshwater sediment	whole_field
PRJNA604671	SAMN13978237	host		wastewater	whole_field
PRJNA604100	SAMN13951914	host		environment	whole_field
PRJNA592166	SAMN13413444	host		human	whole_field
PRJNA587512	SAMN13192042	host		chicken	whole_field
PRJNA553302	SAMN12233573	host		activated sludge	whole_field
PRJNA547184	SAMN12024174	host		plant	whole_field
PRJNA611005	SAMN14330249	host		wild carp	whole_field
PRJNA636185	SAMN15061188	host		International Space Station	whole_field
PRJNA636185	SAMN15061191	host		International Space Station	whole_field
PRJNA636185	SAMN15061189	host		International Space Station	whole_field
PRJNA641176	SAMN15344675	host		International Space Station	whole_field
PRJNA636185	SAMN15061192	host		International Space Station	whole_field
PRJNA636185	SAMN15061190	host		International Space Station	whole_field
PRJNA641130	SAMN15329758	host		International Space Station environment	whole_field
PRJNA641131	SAMN15329712	host		International Space Station	whole_field
PRJNA641131	SAMN15329711	host		International Space Station	whole_field
PRJNA641131	SAMN15329710	host		International Space Station	whole_field
PRJNA594627	SAMN13523692	host		soil	whole_field
PRJNA664939	SAMN16278040	host		wastewater	whole_field
PRJNA664939	SAMN16278270	host		wastewater	whole_field
PRJNA715927	SAMN18388146	host		wastewater	whole_field
PRJNA713498	SAMN18253156	host		Bos taurus	whole_field
PRJNA713498	SAMN18253152	host		Bos taurus	whole_field
PRJNA719938	SAMN18628976	host		water	whole_field
PRJNA733494	SAMN19414789	host		raw dog food	whole_field
PRJNA733494	SAMN19414787	host		raw dog food	whole_field
PRJNA744549	SAMN20110664	host		human	whole_field
PRJNA744549	SAMN20110663	host		human	whole_field
PRJNA744549	SAMN20110674	host		human	whole_field
PRJNA744549	SAMN20110661	host		human	whole_field
PRJNA744549	SAMN20110665	host		human	whole_field
PRJNA744549	SAMN20110677	host		human	whole_field
PRJNA719938	SAMN18628977	host		water	whole_field
PRJNA758781	SAMN21035660	host		food (kimchi)	whole_field
PRJNA733494	SAMN19414791	host		raw dog food	whole_field
PRJNA733494	SAMN19414788	host		raw dog food	whole_field
PRJNA744549	SAMN20110670	host		human	whole_field
PRJNA744549	SAMN20110671	host		human	whole_field
PRJNA744549	SAMN20110662	host		human	whole_field
PRJNA768347	SAMN22028931	host		seawater	whole_field
PRJNA768347	SAMN22028932	host		seawater	whole_field
PRJNA756469	SAMN20867107	host		water	whole_field
PRJNA774508	SAMN22567295	host		wild animal	whole_field
PRJNA774508	SAMN22567294	host		wild animal	whole_field
PRJNA768347	SAMN22028933	host		seawater	whole_field
PRJNA715323	SAMN18346073	host		rice	whole_field
PRJNA733494	SAMN19414786	host		raw dog food	whole_field
PRJNA856883	SAMN29598486	host		companion animals	whole_field
PRJEB35623	SAMEA6262377	host		human	whole_field
PRJEB59337	SAMEA112764955	host		human	whole_field
PRJEB50384	SAMEA12561088	host		wastewater	whole_field
PRJEB48936	SAMEA13183815	host		Homo sapiens	whole_field
PRJEB51925	SAMEA110187920	host		human	whole_field
PRJEB51925	SAMEA110187921	host		human	whole_field
PRJEB51925	SAMEA110187922	host		human	whole_field
PRJEB51925	SAMEA110187923	host		human	whole_field
PRJEB51925	SAMEA110187925	host		human	whole_field
PRJEB51925	SAMEA110187927	host		human	whole_field
PRJEB53460	SAMEA110188922	host		human	whole_field
PRJEB53460	SAMEA110188921	host		human	whole_field
PRJEB53460	SAMEA110188919	host		human	whole_field
PRJEB51925	SAMEA110195546	host		human	whole_field
PRJNA564151	SAMN12703573	host		fungus farming ant	whole_field
PRJNA564151	SAMN12703572	host		fungus farming ant	whole_field
PRJNA564151	SAMN12703570	host		fungus farming ant	whole_field
PRJNA818256	SAMN26849641	host		human	whole_field
PRJNA664939	SAMN16278273	host		wastewater	whole_field
PRJNA845367	SAMN28900525	host		wastewater	whole_field
PRJNA856883	SAMN29598474	host		companion animals	whole_field
PRJNA886974	SAMN31148867	host		soil	whole_field
PRJNA688543	SAMN17180721	host		Bos taurus	whole_field
PRJNA685932	SAMN17101190	host		soil	whole_field
PRJNA856883	SAMN29598461	host		companion animals	whole_field
PRJNA856883	SAMN29598435	host		companion animals	whole_field
PRJNA856883	SAMN29598433	host		companion animals	whole_field
PRJNA856883	SAMN29598430	host		companion animals	whole_field
PRJNA801117	SAMN25297980	host		wastewater	whole_field
PRJNA864766	SAMN30170578	host		wastewater	whole_field
PRJNA904531	SAMN31844984	host		hospital environment	whole_field
PRJNA873263	SAMN30494074	host		wastewater	whole_field
PRJNA873263	SAMN30494072	host		wastewater	whole_field
PRJNA873263	SAMN30494071	host		wastewater	whole_field
PRJNA873263	SAMN30494070	host		wastewater	whole_field
PRJNA873263	SAMN30494069	host		wastewater	whole_field
PRJNA847041	SAMN28911479	host		human	whole_field
PRJNA864766	SAMN30170577	host		wastewater	whole_field
PRJNA941224	SAMN33593349	host		meat	whole_field
PRJNA873263	SAMN30494075	host		wastewater	whole_field
PRJNA873263	SAMN30494073	host		wastewater	whole_field
PRJNA892272	SAMN31373496	host		wastewater	whole_field
PRJNA885384	SAMN31088692	host		water	whole_field
PRJNA904531	SAMN31845011	host		hospital environment	whole_field
PRJNA904531	SAMN31845029	host		hospital environment	whole_field
PRJNA904531	SAMN31844993	host		hospital environment	whole_field
PRJNA941224	SAMN33593347	host		meat	whole_field
PRJNA565663	SAMN34176390	host		environment	whole_field
PRJNA961034	SAMN34340402	host		wastewater	whole_field
PRJNA941224	SAMN33593351	host		meat	whole_field
PRJNA941224	SAMN33593350	host		meat	whole_field
PRJNA941224	SAMN33593348	host		meat	whole_field
PRJNA565663	SAMN34176391	host		environment	whole_field
PRJNA565663	SAMN34176389	host		environment	whole_field
PRJNA565663	SAMN34176388	host		environment	whole_field
PRJNA565663	SAMN34176387	host		environment	whole_field
PRJNA961034	SAMN34340404	host		wastewater	whole_field
PRJNA961034	SAMN34340403	host		wastewater	whole_field
PRJNA489399	SAMN09980275	host		wastewater	whole_field
PRJNA474898	SAMN09375111	host		chicken	whole_field
PRJNA508509	SAMN10527289	host		human	whole_field
PRJNA508509	SAMN10527293	host		human	whole_field
PRJNA508509	SAMN10527295	host		human	whole_field
PRJNA807804	SAMN26000826	host		egg white	whole_field
PRJNA856883	SAMN35057280	host		companion animals	whole_field
PRJNA265261	SAMN03159330	host		switchgrass	whole_field
PRJNA508495	SAMN10523731	host		human	whole_field
PRJNA508509	SAMN10527290	host		human	whole_field
PRJNA508509	SAMN10527287	host		human	whole_field
PRJNA508495	SAMN11160070	host		human	whole_field
PRJNA508495	SAMN11160068	host		human	whole_field
PRJNA508509	SAMN10527286	host		human	whole_field
PRJNA508509	SAMN10527294	host		human	whole_field
PRJNA513350	SAMN10794298	host		human	whole_field
PRJNA552487	SAMN12211898	host		desert environment	whole_field
PRJNA543860	SAMN11870789	host		poultry feed	whole_field
PRJNA543860	SAMN11870793	host		poultry feed	whole_field
PRJDB5295	SAMD00066597	host		human	whole_field
PRJEB22207	SAMEA104219966	host		human	whole_field
PRJEB3353	SAMEA2036458	host		human	whole_field
PRJEB4506	SAMEA2173363	host		human	whole_field
PRJEB4506	SAMEA2173364	host		human	whole_field
PRJEB6416	SAMEA2555317	host		human	whole_field
PRJEB7689	SAMEA3178240	host		human	whole_field
PRJEB7689	SAMEA3178292	host		human	whole_field
PRJEB7689	SAMEA3178312	host		human	whole_field
PRJEB7689	SAMEA3178401	host		human	whole_field
PRJEB8302	SAMEA3217956	host		human	whole_field
PRJEB8302	SAMEA3217957	host		human	whole_field
PRJEB8302	SAMEA3217984	host		human	whole_field
PRJEB8575	SAMEA3256066	host		human	whole_field
PRJEB8104	SAMEA3319269	host		human	whole_field
PRJEB8104	SAMEA3319303	host		human	whole_field
PRJEB9173	SAMEA3359030	host		human	whole_field
PRJEB9824	SAMEA3480896	host		human	whole_field
PRJEB9824	SAMEA3480900	host		human	whole_field
PRJEB9824	SAMEA3480903	host		human	whole_field
PRJEB9824	SAMEA3480905	host		human	whole_field
PRJEB8104	SAMEA3594240	host		human	whole_field
PRJEB18589	SAMEA44002918	host		mouse	whole_field
PRJNA40049	SAMN00102974	host		human	whole_field
PRJNA40025	SAMN00103451	host		human	whole_field
PRJNA52135	SAMN00254032	host		human	whole_field
PRJNA52137	SAMN00254033	host		human	whole_field
PRJNA52139	SAMN00254034	host		human	whole_field
PRJNA52141	SAMN00254035	host		human	whole_field
PRJNA52143	SAMN00254036	host		human	whole_field
PRJNA52149	SAMN00254037	host		human	whole_field
PRJNA52151	SAMN00254038	host		human	whole_field
PRJNA52153	SAMN00254039	host		human	whole_field
PRJNA197002	SAMN00862124	host		human	whole_field
PRJNA73843	SAMN01057614	host		human	whole_field
PRJNA343442,PRJNA175243	SAMN01731171	host		human	whole_field
PRJNA184888	SAMN01922274	host		human	whole_field
PRJNA184888	SAMN01922277	host		human	whole_field
PRJNA184888	SAMN01922278	host		human	whole_field
PRJNA184888	SAMN01922322	host		human	whole_field
PRJNA184888	SAMN01922327	host		human	whole_field
PRJNA184888	SAMN01922328	host		human	whole_field
PRJNA202047	SAMN02138666	host		human	whole_field
PRJNA193162	SAMN02141705	host		human	whole_field
PRJNA187326	SAMN02141966	host		human	whole_field
PRJNA187308	SAMN02141967	host		human	whole_field
PRJNA187305	SAMN02141968	host		human	whole_field
PRJNA187281	SAMN02141969	host		human	whole_field
PRJNA187313	SAMN02141970	host		human	whole_field
PRJNA187300	SAMN02141971	host		human	whole_field
PRJNA187296	SAMN02141972	host		human	whole_field
PRJNA187302	SAMN02141973	host		human	whole_field
PRJNA187310	SAMN02141974	host		human	whole_field
PRJNA187297	SAMN02141975	host		human	whole_field
PRJNA187298	SAMN02141976	host		human	whole_field
PRJNA187312	SAMN02141977	host		human	whole_field
PRJNA187280	SAMN02141978	host		human	whole_field
PRJNA187307	SAMN02141979	host		human	whole_field
PRJNA187289	SAMN02141980	host		human	whole_field
PRJNA187290	SAMN02141981	host		human	whole_field
PRJNA187291	SAMN02141982	host		human	whole_field
PRJNA187303	SAMN02141984	host		human	whole_field
PRJNA187301	SAMN02141985	host		human	whole_field
PRJNA187315	SAMN02141986	host		human	whole_field
PRJNA187282	SAMN02141987	host		human	whole_field
PRJNA193160	SAMN02141988	host		human	whole_field
PRJNA193161	SAMN02141989	host		human	whole_field
PRJNA193163	SAMN02141990	host		human	whole_field
PRJNA193164	SAMN02141991	host		human	whole_field
