study_accession	study_type	study_type_excluded	paper_records_in_taxon	paper_coverage_for_taxon	needs_manual_download	fulltext_source	is_full_text	grade_context_chars	full_text_would_help	model	study_setting__value	study_setting__grade	amr_study__value	amr_study__grade	amr_target__value	amr_target__grade	amr_method__value	amr_method__grade	cohort_age__value	cohort_age__grade	backfill_country__value	backfill_country__whole_project	backfill_isolation_source__value	backfill_isolation_source__whole_project	backfill_host__value	backfill_host__whole_project	backfill_collection_date__value	backfill_collection_date__whole_project
PRJNA907796	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	milk	True	milk	True		False
PRJNA906295	observational	False	3	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Brazil	True	gut	True	stingless bee	True		False
PRJNA248593	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB24657	observational	False	3	1.0	True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	blood	True	human	True		False
PRJNA877287	observational	False			True	abstract	False	2187	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	blood culture broth	True	human	True		False
PRJNA243331	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False	food	False		False		False
PRJDB9688	observational	False	3	1.0	False	europepmc_fulltext	True	44086	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Japan	True	blood	False	human	True	2017-07-02	True
PRJNA392853	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Vietnam	True		False	human	True		False
PRJNA534306	observational	False	3	1.0	True	abstract	False	1936	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Canada	True		False	human	True		False
PRJNA641131	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False	International Space Station	True	International Space Station	True		False
PRJNA851446	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA860216	observational	False	3	1.0	False	europepmc_fulltext	True	9662	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Peru	True	urine	False	human	True		False
PRJNA269984	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA636411	observational	False	3	1.0	True	none	False	0	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA631981	observational	False			True	none	False	0	True	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA843571	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA656584	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	insect gut	True	tephritid fruit fly	True		False
PRJNA680857	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJEB20997	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA357722	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	food	True	food	True		False
PRJNA339728	observational	False	3	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Portugal	True		False	human	True		False
PRJEB13304	observational	False	3	1.0	False	europepmc_fulltext	True	43626	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Singapore	True	urine	False	human	True	2010-10-01	True
PRJNA354234	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA809422	experimental_evolution	True	3	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA673369	other	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA481356	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA847761	other	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA354216	observational	False	3	1.0	True	abstract	False	2107	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	China	True	faeces	True	human	True		False
PRJNA604100	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Switzerland	True		False	environment	True		False
PRJNA1099652	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA482007	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJNA615899	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Brazil	True	urine	True	cattle	True		False
PRJNA1020811	other	False	3	1.0	True	abstract	False	1670	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA508495	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Uganda	True		False	human	True		False
PRJNA746575	observational	False	3	1.0	True	abstract	False	2025	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Italy	True		False	human	True	2021-01-15	True
PRJNA746285	observational	False	3	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Italy	True	tracheal aspirate	False	human	True	2020-12-31	True
PRJNA512885	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA730402	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Oman	True		False	human	True		False
PRJEB63064	observational	False	3	1.0	False	europepmc_fulltext	True	10805	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Germany	True		False	human	True		False
PRJNA645311	observational	False	3	1.0	False	europepmc_fulltext	True	32135	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Pakistan	True	rectal swab	True	human	True	2018-12-31	True
PRJNA374677	observational	False			False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	False		False	human	False		False
PRJNA186035	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA1125279	observational	False			True	none	False	0	True	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJEB55839	observational	False	3	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Italy	True		False	human	True		False
PRJNA607307	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1029998	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False	veterinary hospital environment	True	veterinary hospital environment	True		False
PRJNA840888	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA310664	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA293225	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJDB11627	observational	False	2	1.0	True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA884103	observational	False			True	abstract	False	1847	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable		False	blood	True	human	True		False
PRJEB49171	observational	False	2	1.0	False	europepmc_fulltext	True	27982	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	United Arab Emirates	True	broiler chicken faeces	True	broiler chicken	True	2018-03-31	True
PRJEB4506	other	False	2	1.0	False	europepmc_fulltext	True	26413	False	claude-sonnet-4-6	hospital	partial		not_gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	False	perinephric abscess	False	human	True		False
PRJEB44904	observational	False			True	abstract	False	1784	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Portugal	True	chicken meat	True	chicken	True		False
PRJNA523425	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA614638	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	China	True	feces	True	human	True		False
PRJNA516562	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB33365	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA230969	observational	False	0	0.0	False	europepmc_fulltext	True	4213	False	claude-sonnet-4-6	community	partial	surveillance	partial		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB18525	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	False		False
PRJNA599529	observational	False			True	abstract	False	2725	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Singapore	True	stool	True	human	True		False
PRJNA628849	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable	adult	gradeable		False	faeces	True	human	True		False
PRJNA230968	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	food	True		False		False
PRJEB44350	observational	False	2	1.0	False	europepmc_fulltext	True	13086	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Germany	True	rectal swab	True	human	True	2020-07-16	True
PRJNA944929	observational	False	2	1.0	False	europepmc_fulltext	True	16850	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Denmark	True		False	human	True	2021-07-02	True
PRJEB44175	observational	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Netherlands	True	retail chicken meat	True	chicken	True		False
PRJNA300270	observational	False	0	0.0	False	europepmc_fulltext	True	8106	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA837742	observational	False	1	0.5	False	europepmc_fulltext	True	48871	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	South Africa	True	water	False	water	True	2018-12-15	True
PRJNA610429	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB50707	observational	False			True	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False	dog	True		False
PRJNA645027	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA636827	observational	False	2	1.0	False	europepmc_fulltext	True	31398	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	USA	True	rectal swab	False	human	True	2018-07-02	True
PRJEB3353	observational	False			True	abstract	False	2629	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	United Kingdom	True		False	human	True		False
PRJEB44490	experimental_evolution	True			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA612645	experimental_evolution	True	2	1.0	True	abstract	False	2105	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJEB46059	observational	False	2	1.0	False	europepmc_fulltext	True	32762	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	Germany	True		False	human	True	2021-07-02	True
PRJNA623051	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Argentina	True		False	human	True		False
PRJNA503785	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB33694	observational	False	1	0.5	True	abstract	False	1007	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Switzerland	True		False	human	True		False
PRJNA874344	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Uganda	True	urine	True	human	True		False
PRJEB25425	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA316457	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	animal	True		False
PRJNA1051122	observational	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Ecuador	True	tracheal aspirate	True	Homo sapiens	True	2021-08-31	True
PRJNA607402	observational	False	2	1.0	False	europepmc_fulltext	True	49867	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJNA627626	observational	False	2	1.0	False	europepmc_fulltext	True	45077	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Finland	True		False	human	True		False
PRJEB52722	other	False	2	1.0	False	pdf	True	50000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	blood	True	human	True		False
PRJNA728680	observational	False			True	abstract	False	1968	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	adult	gradeable		False	stool	True	human	True		False
PRJNA521445	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJEB51459	observational	False	2	1.0	False	europepmc_fulltext	True	17766	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	Netherlands	True	blood	False	human	True	2020-12-31	True
PRJEB53051	observational	False	2	1.0	False	europepmc_fulltext	True	35738	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable	Russia	True		False	human	True	2017-07-19	True
PRJEB24576	observational	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	Brazil	True		False	human	True		False
PRJNA647060	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA646204	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB58827	observational	False	15	7.5	False	europepmc_fulltext	True	39580	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Serbia	True	wastewater	True	wastewater	True	2018-07-01	True
PRJEB42295	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Tunisia	True		False	human	True		False
PRJEB21765	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA871216	observational	False	2	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	drinking water	True	water	True	2021-07-02	True
PRJDB9614	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Malawi	True		False		False		False
PRJEB17631	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1034027	observational	False			True	abstract	False	1794	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	urine	True	human	True		False
PRJEB34867	observational	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	France	True		False	human	True	2017-07-02	True
PRJEB41279	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Vietnam	True		False		False		False
PRJNA749815	observational	False	4	2.0	False	europepmc_fulltext	True	34194	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	China	True		False	human	True	2019-11-20	True
PRJNA819844	experimental_evolution	True	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	China	True		False		False		False
PRJDB14713	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False	hospital sewage water	True	wastewater	True		False
PRJNA749600	observational	False			True	abstract	False	1198	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	soil or plant leaf surface	False	soil or plant	False		False
PRJNA864766	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False	wastewater	True	wastewater	True		False
PRJNA833080	observational	False	2	1.0	False	europepmc_fulltext	True	21074	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	partial	USA	True	colon	True	human	True		False
PRJEB50806	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB8771	observational	False	2	1.0	False	europepmc_fulltext	True	26486	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	faeces	True	livestock	True	2014-12-31	True
PRJNA632581	observational	False	4	2.0	False	europepmc_fulltext	True	35153	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	Kuwait	True	rectal swab	True	human	True	2020-12-31	True
PRJNA687492	observational	False	2	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	insect gut	True	Drosophila melanogaster	True		False
PRJNA684628	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable		False	urine	True	human	True		False
PRJEB60446	other	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA719938	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Singapore	True	reservoir water	True	water	True		False
PRJNA719112	experimental_evolution	True	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1064853	other	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Netherlands	True		False	human	True		False
PRJNA593956	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA593828	observational	False	3	1.5	True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Ecuador	True	clinical sample	True	human	True		False
PRJEB32059	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	Norway	True	blood	True	human	True		False
PRJEB36448	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True	sewer fatberg (fat, oil and grease deposit)	True	wastewater	True		False
PRJNA545765	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True	2017-07-02	True
PRJEB61973	observational	False			False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA667843	observational	False	2	1.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	Italy	True		False	human	True	2020-07-01	True
PRJNA254477	observational	False			False	none	False	0	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	raw beef	True	beef	True		False
PRJNA799011	observational	False	0	0.0	False	europepmc_fulltext	True	10000	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	poultry	True		False
PRJEB60070	observational	False	2	1.0	False	europepmc_fulltext	True	25723	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Italy	True		False	human	True	2021-12-31	True
PRJNA353060,PRJNA246471	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA494608	observational	False	2	1.0	False	europepmc_fulltext	True	50000	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable	USA	True	stool	True	human	True		False
PRJDB15972	observational	False			True	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Japan	True	hospital sewage	True	wastewater	True		False
PRJNA246471,PRJNA353060	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA393721	experimental_evolution	True			False	none	False	0	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA392935	observational	False	2	1.0	True	abstract	False	1995	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJDB9124	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable	Myanmar	True		False	human	True		False
PRJEB14648	observational	False			True	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA596289	observational	False			False	none	False	0	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA793885	experimental_evolution	True	2	1.0	True	abstract	False	1669	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	aerial root mucilage	True	Zea mays / Sorghum bicolor	False		False
PRJEB35623	observational	False			False	none	False	0	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable	Hungary	True		False	human	True		False
PRJNA543860	observational	False	2	1.0	False	europepmc_fulltext	True	6924	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False	commercial corn-based poultry feed	True	poultry feed	True		False
PRJNA383436	observational	False	1	0.5	False	europepmc_fulltext	True	47600	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Australia	True		False	human	False	2017-12-31	True
