study_accession	study_type	study_type_excluded	paper_records_in_taxon	paper_coverage_for_taxon	needs_manual_download	fulltext_source	is_full_text	model	study_setting__value	study_setting__grade	amr_study__value	amr_study__grade	amr_target__value	amr_target__grade	amr_method__value	amr_method__grade	cohort_age__value	cohort_age__grade	backfill_country__value	backfill_country__whole_project	backfill_isolation_source__value	backfill_isolation_source__whole_project	backfill_host__value	backfill_host__whole_project	backfill_collection_date__value	backfill_collection_date__whole_project
PRJEB42426	observational	False			True	abstract	False	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Germany	True		False		False	2017-01-01	True
PRJEB29106	observational	False			True	none	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	True		False
PRJNA817042	observational	False			True	none	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA326665	observational	False	10	0.7692	False	pdf	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	USA	True		False	human	True	2016-02-01	True
PRJEB58365	observational	False	13	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	mixed	gradeable	Germany	True		False	human	True	2022-07-01	True
PRJNA670748	experimental_evolution	True	13	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA386693	observational	False	12	0.9231	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	human	True	2017-02-15	True
PRJEB31347	observational	False	0	0.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA534055	observational	False			False	none	False	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	mouse	True		False
PRJEB3226	experimental_evolution	True			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA956653	observational	False	14	1.0769	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Ecuador	True		False	human	True	2021-04-01	True
PRJEB7657	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA497260	observational	False			False	pdf	True	claude-sonnet-4-6		not_gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA375798	observational	False	13	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA729628	observational	False			False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	China	True		False	human	True		False
PRJEB30102	observational	False	12	1.0	True	abstract	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Spain	True		False	human	True	2016-12-01	True
PRJEB61083	observational	False			False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Italy	True		False	human	True	2022-09-01	True
PRJNA437215	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False		False		False
PRJNA392824	observational	False	12	1.0	True	abstract	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	USA	True		False		False		False
PRJEB22139	observational	False	0	0.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB2399	observational	False			False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True		False	human	True		False
PRJNA835887	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	third_gen_cephalosporin	gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA316969	observational	False	0	0.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	urine	True	human	True		False
PRJNA951070	observational	False	12	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Denmark	True	nasogastric tube	True	human	True	2014-05-01	True
PRJNA897716	experimental_evolution	True			True	abstract	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable		False		False	human	True		False
PRJNA982765	observational	False			False	none	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA906139	observational	False	19	1.5833	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Egypt	True		False	human	True	2020-12-01	True
PRJNA315192	observational	False	0	0.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	United Kingdom	True		False	human	True		False
PRJEB43391	observational	False			False	none	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False	2017-07-01	True
PRJEB27344	experimental_evolution	True			True	abstract	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA279496	observational	False	12	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	France	True		False	human	True	1997-07-01	True
PRJNA838107	experimental_evolution	True	12	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable	Spain	True	rectal swab	False	human	True		False
PRJNA733872	observational	False			True	none	False	claude-sonnet-4-6	hospital	gradeable	mixed	gradeable	carbapenem	gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA286705	observational	False			False	none	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False	human	True		False
PRJEB72521	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	Slovakia	True		False		False		False
PRJNA867572	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA523433	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA751993	observational	False	12	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Australia	True		False		False		False
PRJNA832331	observational	False	12	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True	raw commercial cat food	True	cat food	True		False
PRJNA359577	observational	False	11	1.0	True	abstract	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA799444	observational	False	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	China	True		False	human	True	2020-01-01	True
PRJNA575837	observational	False	11	1.0	True	abstract	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable		False		False		False	2014-01-01	True
PRJNA396729	observational	False	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Ireland	True		False	human	True	2008-07-01	True
PRJNA777127	observational	False	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	adult	partial	USA	True		False	human	True	2019-07-01	True
PRJNA776891	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA484792	observational	False	11	1.0	True	abstract	False	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	Bangladesh	True		False	human	True	2016-12-01	True
PRJNA984710	observational	False	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False	human	True		False
PRJEB38898	observational	False	10	0.9091	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable	Vietnam	True		False		False	2019-12-01	True
PRJNA647793	observational	False			False	none	False	claude-sonnet-4-6	hospital	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJEB67733	observational	False			True	none	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False	human	True		False
PRJNA947477	experimental_evolution	True	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJEB33495	observational	False	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Netherlands	True	chicken breast fillet	True	chicken	True	2014-10-01	True
PRJNA994484	experimental_evolution	True	11	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA608440	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	newborn_young_child	gradeable	USA	True	stool	True	human	True		False
PRJNA606074	observational	False			False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	adult	gradeable		False	stool	True	human	True	2015-06-01	True
PRJNA956693	observational	False	5	0.5	False	europepmc_fulltext	True	claude-sonnet-4-6	community	gradeable	amr	partial	other	partial	ast_result	partial		not_gradeable	South Korea	True	urine	False	dog	True		False
PRJNA1072014	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	China	True		False	human	True		False
PRJEB24641	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	United Kingdom	True		False		False	2016-09-01	True
PRJNA791930	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	ast_result	gradeable	adult	gradeable		False	urine	True	human	True		False
PRJNA525688	experimental_evolution	True	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable	adult	gradeable		False		False	human	True		False
PRJNA685215	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA845217	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Germany	True		False	human	True		False
PRJDB10735	observational	False			True	none	False	claude-sonnet-4-6	hospital	gradeable	amr	gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA986585	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable	adult	gradeable	USA	True		False	human	True		False
PRJNA296696	observational	False	7	0.7	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	USA	True		False		False		False
PRJEB58695	observational	False			False	europepmc_fulltext	True	claude-sonnet-4-6	mixed	partial	surveillance	partial		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
PRJNA1047501	observational	False	10	1.0	True	abstract	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Tunisia	True		False		False		False
PRJNA292901	observational	False			True	abstract	False	claude-sonnet-4-6		not_gradeable	mixed	gradeable	carbapenem	gradeable	ast_result	gradeable		not_gradeable		False		False		False		False
PRJNA292663	observational	False	0	0.0	False	europepmc_fulltext	True	claude-sonnet-4-6	community	gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA556398	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable	newborn_young_child	gradeable	Russia	True	stool	True	human	True	2017-07-01	True
PRJNA1026663	observational	False			True	none	False	claude-sonnet-4-6	community	gradeable	amr	gradeable	other	gradeable	ast_result	gradeable		not_gradeable	Australia	True		False	horse	True		False
PRJEB19777	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	mixed	gradeable	amr	gradeable	carbapenem	gradeable	pcr_gene_presence	gradeable		not_gradeable	Spain	True	wastewater	True	wastewater	True	2012-05-01	True
PRJNA996741	observational	False			False	none	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA719104	observational	False			False	none	False	claude-sonnet-4-6	community	gradeable	surveillance	gradeable		not_gradeable		not_gradeable		not_gradeable	USA	True		False		False		False
PRJNA631491	observational	False	10	1.0	False	europepmc_fulltext	True	claude-sonnet-4-6	hospital	gradeable	amr	gradeable	third_gen_cephalosporin	gradeable	ast_result	gradeable		not_gradeable	Australia	True		False	human	True	2016-07-01	True
PRJNA775973	experimental_evolution	True	10	1.0	True	abstract	False	claude-sonnet-4-6		not_gradeable		not_gradeable		not_gradeable		not_gradeable		not_gradeable		False		False		False		False
